# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 4.918, Jz = 0.1000
step,H,delta^2
100000,-3575.200000,0.131897
100020,-3555.080000,0.129724
100040,-3565.480000,0.129834
100060,-3540.320000,0.132947
100080,-3576.680000,0.132837
100100,-3516.240000,0.130640
100120,-3532.560000,0.134949
100140,-3568.960000,0.133228
100160,-3565.680000,0.135754
100180,-3597.280000,0.129712
100200,-3548.040000,0.134094
100220,-3571.720000,0.131799
100240,-3496.640000,0.129480
100260,-3514.600000,0.130859
100280,-3577.160000,0.132288
100300,-3513.240000,0.132581
100320,-3582.600000,0.132239
100340,-3564.280000,0.131299
100360,-3589.480000,0.133057
100380,-3525.480000,0.132910
100400,-3489.560000,0.130115
100420,-3567.880000,0.133521
100440,-3545.680000,0.127441
100460,-3577.680000,0.132507
100480,-3557.560000,0.128662
100500,-3561.360000,0.125134
100520,-3539.560000,0.128650
100540,-3539.800000,0.131323
100560,-3618.320000,0.130481
100580,-3466.080000,0.132312
100600,-3617.840000,0.127625
100620,-3507.920000,0.132520
100640,-3533.440000,0.132117
100660,-3613.440000,0.134387
100680,-3624.000000,0.133789
100700,-3596.640000,0.133801
100720,-3590.080000,0.132935
100740,-3644.600000,0.131970
100760,-3573.840000,0.132251
100780,-3568.800000,0.133118
100800,-3621.640000,0.133142
100820,-3546.360000,0.131592
100840,-3533.120000,0.132153
100860,-3572.720000,0.129871
100880,-3564.200000,0.131750
100900,-3529.280000,0.127502
100920,-3537.320000,0.128552
100940,-3652.640000,0.130029
100960,-3624.320000,0.130286
100980,-3555.960000,0.134094
101000,-3561.840000,0.132410
101020,-3509.600000,0.131641
101040,-3528.280000,0.131665
101060,-3577.720000,0.130908
101080,-3643.440000,0.134131
101100,-3645.080000,0.130408
101120,-3670.560000,0.132190
101140,-3566.360000,0.131787
101160,-3632.400000,0.130811
101180,-3621.440000,0.130347
101200,-3551.160000,0.127539
101220,-3536.960000,0.128015
101240,-3534.880000,0.130994
101260,-3629.400000,0.133728
101280,-3565.400000,0.133765
101300,-3658.640000,0.133850
101320,-3578.080000,0.130762
101340,-3535.600000,0.128784
101360,-3662.200000,0.130273
101380,-3531.040000,0.130554
101400,-3646.560000,0.129114
101420,-3623.280000,0.130225
101440,-3638.960000,0.132214
101460,-3559.160000,0.131140
101480,-3446.360000,0.133179
101500,-3526.800000,0.132300
101520,-3545.560000,0.131873
101540,-3534.640000,0.133154
101560,-3567.880000,0.131604
101580,-3528.520000,0.131006
101600,-3572.880000,0.131128
101620,-3592.320000,0.130078
101640,-3657.720000,0.132727
101660,-3500.000000,0.131116
101680,-3557.760000,0.131531
101700,-3593.840000,0.132739
101720,-3565.640000,0.129773
101740,-3556.240000,0.129541
101760,-3584.480000,0.132019
101780,-3584.400000,0.132251
101800,-3569.240000,0.129175
101820,-3609.120000,0.130872
101840,-3540.600000,0.129907
101860,-3598.320000,0.131555
101880,-3578.160000,0.131250
101900,-3621.400000,0.132678
101920,-3617.840000,0.132654
101940,-3660.520000,0.133325
101960,-3634.760000,0.130310
101980,-3672.960000,0.132031
102000,-3618.440000,0.131750
102020,-3584.440000,0.127820
102040,-3570.160000,0.131824
102060,-3585.160000,0.131470
102080,-3649.200000,0.129089
102100,-3569.040000,0.132837
102120,-3536.320000,0.131689
102140,-3579.400000,0.131616
102160,-3526.800000,0.134351
102180,-3502.080000,0.129565
102200,-3573.360000,0.129260
102220,-3622.520000,0.127417
102240,-3571.000000,0.129468
102260,-3590.440000,0.132520
102280,-3599.280000,0.135095
102300,-3648.720000,0.129773
102320,-3602.640000,0.131055
