# Ensemble size: 1, Sample period: 20, Burn in steps: 100000, Samples: 100
# L = 32, Lz = 8, T = 3.250, Jz = 0.1000
step,H,delta^2
100000,-5914.800000,0.130493
100020,-5678.800000,0.146973
100040,-6044.400000,0.140625
100060,-6139.600000,0.150024
100080,-6390.800000,0.145264
100100,-6306.800000,0.154785
100120,-5988.400000,0.151978
100140,-6010.800000,0.153809
100160,-5846.000000,0.144653
100180,-6144.000000,0.134155
100200,-6063.600000,0.134277
100220,-6028.400000,0.137817
100240,-6106.000000,0.126099
100260,-6106.400000,0.124268
100280,-5976.000000,0.129517
100300,-5822.000000,0.126831
100320,-6007.200000,0.133301
100340,-5975.200000,0.132446
100360,-5862.800000,0.131104
100380,-5980.400000,0.143433
100400,-5666.400000,0.152222
100420,-5995.600000,0.150269
100440,-5880.400000,0.140747
100460,-5653.200000,0.138428
100480,-6004.800000,0.139038
100500,-6297.200000,0.160156
100520,-5974.400000,0.146362
100540,-6195.200000,0.154907
100560,-6057.600000,0.142944
100580,-5986.400000,0.156616
100600,-5931.200000,0.146484
100620,-5887.200000,0.161621
100640,-6015.200000,0.157715
100660,-6125.600000,0.141968
100680,-6042.000000,0.142090
100700,-6317.600000,0.128906
100720,-6264.800000,0.130249
100740,-6193.200000,0.135986
100760,-5988.400000,0.144165
100780,-5972.800000,0.143066
100800,-5887.200000,0.141846
100820,-5951.600000,0.125488
100840,-5954.000000,0.133179
100860,-5974.800000,0.137207
100880,-5968.400000,0.140625
100900,-6037.600000,0.141357
100920,-5870.800000,0.150391
100940,-6162.800000,0.155273
100960,-6122.400000,0.151489
100980,-6301.600000,0.152588
101000,-5876.800000,0.143799
101020,-5995.200000,0.155029
101040,-6077.600000,0.145142
101060,-6260.400000,0.148193
101080,-5855.600000,0.143921
101100,-6104.400000,0.141113
101120,-5703.200000,0.148438
101140,-5861.200000,0.152588
101160,-5948.000000,0.153076
101180,-6046.000000,0.156372
101200,-6047.200000,0.160034
101220,-6195.200000,0.158569
101240,-6242.800000,0.157715
101260,-6283.200000,0.156372
101280,-6336.400000,0.162842
101300,-6136.400000,0.154907
101320,-6014.400000,0.157471
101340,-6060.800000,0.167969
101360,-6148.400000,0.170044
101380,-6304.800000,0.160156
101400,-6524.800000,0.156982
101420,-6431.200000,0.155518
101440,-6226.800000,0.153809
101460,-6283.200000,0.169067
101480,-6062.800000,0.157227
101500,-6243.600000,0.164551
101520,-6179.200000,0.168091
101540,-6118.000000,0.158447
101560,-6322.000000,0.174316
101580,-6356.800000,0.172729
101600,-6283.600000,0.159546
101620,-6281.200000,0.166992
101640,-5978.400000,0.162476
101660,-6132.400000,0.158081
101680,-5887.600000,0.156738
101700,-6119.200000,0.172363
101720,-6193.600000,0.172363
101740,-6171.600000,0.156006
101760,-5965.200000,0.169312
101780,-6112.800000,0.163574
101800,-6213.200000,0.163818
101820,-6088.800000,0.156982
101840,-6121.600000,0.165161
101860,-6096.000000,0.159180
101880,-6254.400000,0.166992
101900,-5916.800000,0.165039
101920,-6347.200000,0.169434
101940,-6178.000000,0.165527
101960,-6252.400000,0.163818
101980,-6229.200000,0.154785
