# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 4.592, Jz = 0.1000
step,H,delta^2
100000,-3918.400000,0.129846
100020,-3803.360000,0.132092
100040,-3861.280000,0.133228
100060,-3863.720000,0.130627
100080,-3889.960000,0.127173
100100,-3894.400000,0.131335
100120,-3888.680000,0.130188
100140,-3848.520000,0.129224
100160,-3933.080000,0.133777
100180,-3890.440000,0.135278
100200,-3884.920000,0.135010
100220,-3843.440000,0.134204
100240,-3891.400000,0.131885
100260,-3865.040000,0.135474
100280,-3902.320000,0.135522
100300,-3936.720000,0.130505
100320,-3794.320000,0.132800
100340,-3890.760000,0.132825
100360,-3896.040000,0.133972
100380,-3923.440000,0.133228
100400,-3891.800000,0.135291
100420,-3888.280000,0.130908
100440,-3914.240000,0.133936
100460,-3985.200000,0.131396
100480,-3813.720000,0.130847
100500,-3941.880000,0.132678
100520,-3924.720000,0.133203
100540,-3815.880000,0.132397
100560,-3900.920000,0.132849
100580,-3873.160000,0.131482
100600,-3884.760000,0.130286
100620,-3932.040000,0.134070
100640,-3893.520000,0.131360
100660,-3845.400000,0.132043
100680,-3923.960000,0.127820
100700,-3855.440000,0.131921
100720,-3857.000000,0.135547
100740,-3819.040000,0.131934
100760,-3881.360000,0.132642
100780,-3860.080000,0.135791
100800,-3910.320000,0.132080
100820,-4010.560000,0.130005
100840,-3938.200000,0.135022
100860,-3873.040000,0.130164
100880,-3925.640000,0.133325
100900,-3831.680000,0.130615
100920,-3919.800000,0.133801
100940,-3809.520000,0.131934
100960,-3908.800000,0.127966
100980,-3837.480000,0.131982
101000,-3864.160000,0.132300
101020,-3893.280000,0.133533
101040,-3898.680000,0.130920
101060,-3969.200000,0.129663
101080,-3906.040000,0.133350
101100,-3965.520000,0.132520
101120,-3916.320000,0.132495
101140,-3902.680000,0.133008
101160,-3923.160000,0.130396
101180,-3949.880000,0.134912
101200,-3867.120000,0.131763
101220,-3911.400000,0.137146
101240,-3944.400000,0.133594
101260,-3943.120000,0.132153
101280,-3929.280000,0.134155
101300,-3897.480000,0.130273
101320,-3901.560000,0.131152
101340,-3858.440000,0.130896
101360,-3917.680000,0.132629
101380,-3855.400000,0.133191
101400,-3931.240000,0.130603
101420,-3973.720000,0.132190
101440,-3899.080000,0.129895
101460,-3869.440000,0.131494
101480,-3908.520000,0.128223
101500,-3896.400000,0.130981
101520,-3944.240000,0.130164
101540,-3856.600000,0.132190
101560,-3901.200000,0.133582
101580,-3909.880000,0.129590
101600,-3984.720000,0.131750
101620,-3885.200000,0.133081
101640,-3829.200000,0.134131
101660,-3822.400000,0.136829
101680,-3872.760000,0.136426
101700,-3850.080000,0.132532
101720,-3922.440000,0.132385
101740,-3792.480000,0.132422
101760,-3806.640000,0.129358
101780,-3895.400000,0.132056
101800,-3917.760000,0.130542
101820,-3851.440000,0.137158
101840,-3924.080000,0.135291
101860,-3845.920000,0.131165
101880,-3838.360000,0.130286
101900,-3860.480000,0.130518
101920,-3835.200000,0.135999
101940,-3879.680000,0.132898
101960,-3907.840000,0.130530
101980,-3836.440000,0.132397
102000,-3920.400000,0.134009
102020,-3861.080000,0.130859
102040,-3821.560000,0.133789
102060,-3934.720000,0.133496
102080,-3899.040000,0.135156
102100,-3870.640000,0.133057
102120,-3896.120000,0.135571
102140,-3869.760000,0.133508
102160,-3894.240000,0.133008
102180,-3835.880000,0.133545
102200,-3899.560000,0.133740
102220,-3931.200000,0.132312
102240,-3899.400000,0.134155
102260,-3792.920000,0.130408
102280,-3936.680000,0.132983
102300,-3869.000000,0.132495
102320,-3934.760000,0.131140
102340,-3922.840000,0.133936
102360,-3866.120000,0.134375
102380,-3913.640000,0.133459
102400,-3975.800000,0.132166
102420,-3918.840000,0.135742
102440,-3910.960000,0.130493
102460,-3860.040000,0.132703
102480,-3871.880000,0.130896
102500,-3846.600000,0.131873
102520,-3904.280000,0.131836
102540,-3827.160000,0.132837
102560,-3963.400000,0.130566
102580,-3872.360000,0.131616
102600,-3844.640000,0.132031
102620,-3875.560000,0.129285
102640,-3867.880000,0.133752
102660,-3913.240000,0.130078
102680,-3900.760000,0.131616
102700,-3843.360000,0.129907
102720,-3902.720000,0.132764
102740,-3811.120000,0.131689
102760,-3869.440000,0.134619
102780,-3927.560000,0.134290
102800,-3957.920000,0.132727
102820,-3932.880000,0.133789
102840,-3896.560000,0.134570
102860,-3869.160000,0.132373
102880,-3935.200000,0.131995
102900,-3890.120000,0.132251
102920,-3942.360000,0.133337
102940,-3906.600000,0.131885
102960,-3934.360000,0.129883
102980,-3872.440000,0.135559
103000,-3890.160000,0.133374
103020,-3968.320000,0.133264
103040,-3849.240000,0.130896
103060,-3913.880000,0.132117
103080,-3912.360000,0.130457
103100,-3855.920000,0.130286
103120,-3894.440000,0.129602
103140,-3787.360000,0.132007
103160,-3847.520000,0.133264
103180,-3868.920000,0.132849
103200,-3923.920000,0.134534
103220,-3827.840000,0.132214
103240,-3870.120000,0.130237
103260,-3891.160000,0.131384
103280,-3850.840000,0.137280
103300,-3827.560000,0.132922
103320,-3812.160000,0.133191
103340,-3834.600000,0.133398
103360,-3890.400000,0.132971
103380,-3893.840000,0.129614
103400,-3926.840000,0.132300
103420,-3947.280000,0.137549
103440,-3851.400000,0.133887
103460,-3890.040000,0.132410
103480,-3848.160000,0.128564
103500,-3920.000000,0.132263
103520,-3908.680000,0.131348
103540,-3962.360000,0.135217
103560,-3909.760000,0.134949
103580,-3911.880000,0.131726
103600,-3914.840000,0.130811
103620,-3979.800000,0.130273
103640,-3925.680000,0.126062
103660,-3885.200000,0.129077
103680,-3907.280000,0.132385
103700,-3925.440000,0.130823
103720,-3929.040000,0.134363
103740,-3959.280000,0.131152
103760,-3963.720000,0.129602
103780,-3849.840000,0.128662
103800,-3899.320000,0.131104
103820,-3886.680000,0.133472
103840,-3988.560000,0.132141
103860,-3805.440000,0.129834
103880,-3891.600000,0.131873
103900,-3871.120000,0.129187
103920,-3914.200000,0.133923
103940,-3820.080000,0.133716
103960,-3914.840000,0.133008
103980,-3905.360000,0.133228
104000,-3921.960000,0.131445
104020,-3965.520000,0.130957
104040,-3988.880000,0.133484
104060,-3879.840000,0.132385
104080,-3766.280000,0.131055
104100,-3805.560000,0.129492
104120,-3907.920000,0.136670
104140,-3807.560000,0.134399
104160,-3833.000000,0.131873
104180,-3878.240000,0.134595
104200,-3813.720000,0.135803
104220,-3837.720000,0.132080
104240,-3882.280000,0.129346
104260,-3961.920000,0.129138
104280,-3849.600000,0.133813
104300,-3813.680000,0.130664
104320,-3886.440000,0.128516
104340,-3911.800000,0.131445
104360,-3844.360000,0.131055
104380,-3927.800000,0.130286
104400,-3927.040000,0.130737
104420,-3865.200000,0.132849
104440,-3935.640000,0.131958
104460,-3895.840000,0.133594
104480,-3818.640000,0.134692
104500,-3853.160000,0.131323
104520,-3883.360000,0.132458
104540,-3834.320000,0.133557
104560,-3897.560000,0.134229
104580,-3896.920000,0.136365
104600,-3895.720000,0.134497
104620,-3901.760000,0.129822
104640,-3898.320000,0.131616
104660,-3864.840000,0.130493
104680,-3838.680000,0.131287
104700,-3937.960000,0.134546
104720,-3929.640000,0.134644
104740,-3919.320000,0.131470
104760,-3885.520000,0.129626
104780,-3894.800000,0.132104
104800,-3946.480000,0.132678
104820,-3884.840000,0.130164
104840,-3861.320000,0.130408
104860,-3788.720000,0.132092
104880,-3801.280000,0.132336
104900,-3869.960000,0.133374
104920,-3863.880000,0.127686
104940,-3892.240000,0.133093
104960,-3824.800000,0.129529
104980,-3974.240000,0.133276
105000,-3897.280000,0.132788
105020,-3853.440000,0.127722
105040,-3836.280000,0.127869
105060,-3846.520000,0.130200
105080,-3942.640000,0.131775
105100,-3872.440000,0.127869
105120,-3816.360000,0.129395
105140,-3831.240000,0.135498
105160,-3885.080000,0.128589
105180,-3819.320000,0.129663
105200,-3945.760000,0.133997
105220,-3876.760000,0.132300
105240,-3912.840000,0.133167
105260,-3866.600000,0.132642
105280,-3840.800000,0.135071
105300,-3855.240000,0.135437
