# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 1.327, Jz = 0.1000
step,H,delta^2
100000,-14827.200000,0.539722
100020,-14825.760000,0.539844
100040,-14833.000000,0.539966
100060,-14811.000000,0.539709
100080,-14803.720000,0.539807
100100,-14797.840000,0.539758
100120,-14802.480000,0.539673
100140,-14793.800000,0.539600
100160,-14799.160000,0.539404
100180,-14800.280000,0.539417
100200,-14820.280000,0.539502
100220,-14823.320000,0.539636
100240,-14813.320000,0.538745
100260,-14814.800000,0.538855
100280,-14830.560000,0.538953
100300,-14847.680000,0.539709
100320,-14842.880000,0.539478
100340,-14834.760000,0.540295
100360,-14819.600000,0.541040
100380,-14824.520000,0.540613
100400,-14834.720000,0.540637
100420,-14807.720000,0.539807
100440,-14804.800000,0.539160
100460,-14818.320000,0.540137
100480,-14817.080000,0.539587
100500,-14805.040000,0.539868
100520,-14815.720000,0.539771
100540,-14806.200000,0.540088
100560,-14803.560000,0.540186
100580,-14804.440000,0.539612
100600,-14810.280000,0.541028
100620,-14794.440000,0.540735
100640,-14819.440000,0.540955
100660,-14808.000000,0.541211
100680,-14798.280000,0.540747
100700,-14805.840000,0.540527
100720,-14812.200000,0.540833
100740,-14808.200000,0.541626
100760,-14822.040000,0.541968
100780,-14819.280000,0.541858
100800,-14823.640000,0.541565
100820,-14805.240000,0.540979
100840,-14804.720000,0.542090
100860,-14819.080000,0.542432
100880,-14811.440000,0.542346
100900,-14811.080000,0.542896
100920,-14823.680000,0.543335
100940,-14826.480000,0.543127
100960,-14822.920000,0.541797
100980,-14810.080000,0.540967
101000,-14794.560000,0.541199
101020,-14791.080000,0.542078
101040,-14796.320000,0.541296
101060,-14817.760000,0.541833
101080,-14805.640000,0.542590
101100,-14801.720000,0.542444
101120,-14812.000000,0.542310
101140,-14821.000000,0.542468
101160,-14828.840000,0.542737
101180,-14834.480000,0.543359
101200,-14838.920000,0.542920
101220,-14822.680000,0.541785
101240,-14832.400000,0.542175
101260,-14844.520000,0.542871
101280,-14840.840000,0.542798
101300,-14822.280000,0.543750
101320,-14833.240000,0.544385
101340,-14819.920000,0.544849
101360,-14818.560000,0.545129
101380,-14823.920000,0.546057
101400,-14826.120000,0.546167
101420,-14844.640000,0.546448
101440,-14832.920000,0.546228
101460,-14815.600000,0.545239
101480,-14817.480000,0.544641
101500,-14816.320000,0.545532
101520,-14833.200000,0.545703
101540,-14819.560000,0.545703
101560,-14842.360000,0.546899
101580,-14840.600000,0.547058
101600,-14840.880000,0.547644
101620,-14816.080000,0.547144
101640,-14813.000000,0.546936
101660,-14820.840000,0.546631
101680,-14814.640000,0.546460
101700,-14826.400000,0.546838
101720,-14825.160000,0.546948
101740,-14817.360000,0.546545
101760,-14823.480000,0.546289
101780,-14830.040000,0.545337
101800,-14836.320000,0.546423
101820,-14837.560000,0.546179
101840,-14813.280000,0.545532
101860,-14824.400000,0.546899
101880,-14838.040000,0.547266
101900,-14834.640000,0.546960
101920,-14835.240000,0.547009
101940,-14835.040000,0.545715
101960,-14841.320000,0.545532
101980,-14827.640000,0.545178
102000,-14839.680000,0.545544
102020,-14831.840000,0.546338
102040,-14829.720000,0.546716
102060,-14827.440000,0.546985
102080,-14824.600000,0.546826
102100,-14823.680000,0.547778
102120,-14821.240000,0.547546
102140,-14807.960000,0.547217
102160,-14798.320000,0.547205
102180,-14815.200000,0.547339
102200,-14799.920000,0.547217
102220,-14813.640000,0.546765
102240,-14806.240000,0.546887
102260,-14820.800000,0.547400
102280,-14814.320000,0.546948
102300,-14819.080000,0.546680
102320,-14819.120000,0.545862
102340,-14805.000000,0.546130
102360,-14821.760000,0.546460
102380,-14823.880000,0.546313
102400,-14837.560000,0.546924
102420,-14827.240000,0.545374
102440,-14816.280000,0.545642
102460,-14804.400000,0.545129
102480,-14821.920000,0.546069
102500,-14838.920000,0.547107
102520,-14828.920000,0.547632
102540,-14827.920000,0.547766
102560,-14819.320000,0.547742
102580,-14834.080000,0.548059
102600,-14820.800000,0.547888
102620,-14816.120000,0.547742
102640,-14834.640000,0.549292
102660,-14834.800000,0.548975
102680,-14837.600000,0.548804
102700,-14837.160000,0.549475
102720,-14853.000000,0.550256
102740,-14842.680000,0.548938
102760,-14842.200000,0.549341
102780,-14833.640000,0.549426
102800,-14832.040000,0.550195
102820,-14838.520000,0.549988
102840,-14837.240000,0.549316
102860,-14842.000000,0.549878
102880,-14823.880000,0.550049
102900,-14846.520000,0.549512
102920,-14832.360000,0.550195
102940,-14841.640000,0.550989
102960,-14821.520000,0.550598
102980,-14822.120000,0.550684
103000,-14818.040000,0.550269
103020,-14818.000000,0.550281
103040,-14841.720000,0.550073
103060,-14839.840000,0.550244
103080,-14832.800000,0.550061
103100,-14858.120000,0.550562
103120,-14845.360000,0.550305
103140,-14844.760000,0.550330
103160,-14848.800000,0.550110
103180,-14839.520000,0.550037
103200,-14842.080000,0.550281
103220,-14837.080000,0.550012
103240,-14842.240000,0.550513
103260,-14852.160000,0.550000
103280,-14832.120000,0.550269
103300,-14828.520000,0.549731
103320,-14831.400000,0.550562
103340,-14817.880000,0.549182
103360,-14826.280000,0.549731
103380,-14835.480000,0.550012
103400,-14842.280000,0.550562
103420,-14846.200000,0.549866
103440,-14850.240000,0.550098
103460,-14852.240000,0.549829
103480,-14860.040000,0.550476
103500,-14846.280000,0.549487
103520,-14827.480000,0.549829
103540,-14855.640000,0.550464
103560,-14853.280000,0.551147
103580,-14854.960000,0.551343
103600,-14849.080000,0.551282
103620,-14843.280000,0.550891
103640,-14833.480000,0.550134
103660,-14834.440000,0.550562
103680,-14823.560000,0.550281
103700,-14834.160000,0.550647
103720,-14840.640000,0.550232
103740,-14841.320000,0.549268
103760,-14829.560000,0.548645
103780,-14821.360000,0.549121
103800,-14822.880000,0.549402
103820,-14832.720000,0.549512
103840,-14828.840000,0.549817
103860,-14819.000000,0.549634
103880,-14833.800000,0.550317
103900,-14837.560000,0.550940
103920,-14852.000000,0.550366
103940,-14848.200000,0.550293
103960,-14840.040000,0.550366
103980,-14838.480000,0.548499
104000,-14829.240000,0.548499
104020,-14838.320000,0.548645
104040,-14847.440000,0.549744
104060,-14853.040000,0.549927
104080,-14862.400000,0.549109
104100,-14832.720000,0.549585
104120,-14844.880000,0.549060
104140,-14851.400000,0.550073
104160,-14841.760000,0.549939
104180,-14844.600000,0.549609
104200,-14837.880000,0.549683
104220,-14837.640000,0.549939
104240,-14865.920000,0.550818
104260,-14835.120000,0.550012
104280,-14838.000000,0.550549
104300,-14832.960000,0.549268
104320,-14839.920000,0.549939
104340,-14843.160000,0.550024
104360,-14831.760000,0.549780
104380,-14822.240000,0.549622
104400,-14844.800000,0.550745
104420,-14848.920000,0.551184
104440,-14858.760000,0.550537
104460,-14859.600000,0.550183
104480,-14871.000000,0.550903
104500,-14835.960000,0.550000
104520,-14836.800000,0.550024
104540,-14847.760000,0.550134
104560,-14857.360000,0.550293
104580,-14859.200000,0.549878
104600,-14850.440000,0.550073
104620,-14853.040000,0.550964
104640,-14837.720000,0.549829
104660,-14827.280000,0.550366
104680,-14845.720000,0.550916
104700,-14854.040000,0.550391
104720,-14874.320000,0.551587
104740,-14865.600000,0.551746
104760,-14870.560000,0.552454
104780,-14878.320000,0.553076
104800,-14875.400000,0.553467
104820,-14867.360000,0.553235
104840,-14872.920000,0.552979
104860,-14865.280000,0.552832
104880,-14872.640000,0.553235
104900,-14861.000000,0.552051
104920,-14863.240000,0.553015
104940,-14855.680000,0.552759
104960,-14831.600000,0.552100
104980,-14846.160000,0.552136
105000,-14860.520000,0.552368
105020,-14850.880000,0.552502
105040,-14872.040000,0.552527
105060,-14855.520000,0.552649
105080,-14874.880000,0.552515
105100,-14864.800000,0.553076
105120,-14851.680000,0.551892
105140,-14863.080000,0.552380
105160,-14827.360000,0.551172
105180,-14850.800000,0.552075
105200,-14837.360000,0.552246
105220,-14841.720000,0.551782
105240,-14857.440000,0.551465
105260,-14842.400000,0.551538
105280,-14851.000000,0.550732
105300,-14851.960000,0.551514
105320,-14842.080000,0.551416
105340,-14832.240000,0.551636
105360,-14848.960000,0.550977
105380,-14834.920000,0.550549
105400,-14831.280000,0.550146
105420,-14822.280000,0.549719
105440,-14821.080000,0.550806
105460,-14836.000000,0.551233
105480,-14855.600000,0.551025
105500,-14861.880000,0.552734
105520,-14847.840000,0.552612
105540,-14845.160000,0.553113
105560,-14859.080000,0.552612
105580,-14862.560000,0.552979
105600,-14861.320000,0.553137
105620,-14881.280000,0.554333
105640,-14843.200000,0.552283
105660,-14842.400000,0.552429
105680,-14853.680000,0.552368
105700,-14848.880000,0.552673
105720,-14857.000000,0.553381
105740,-14858.160000,0.553027
105760,-14839.520000,0.552368
105780,-14840.560000,0.552808
105800,-14829.680000,0.551978
105820,-14809.280000,0.551660
105840,-14817.280000,0.552185
105860,-14821.800000,0.552271
105880,-14842.040000,0.551770
105900,-14853.040000,0.551038
105920,-14845.880000,0.550806
105940,-14843.600000,0.551196
105960,-14837.480000,0.551221
105980,-14835.800000,0.550879
106000,-14848.720000,0.550366
106020,-14858.960000,0.550488
106040,-14852.720000,0.550464
106060,-14858.480000,0.551489
106080,-14857.640000,0.550793
106100,-14850.240000,0.550757
106120,-14834.600000,0.549878
106140,-14851.480000,0.551111
106160,-14855.760000,0.551086
106180,-14846.280000,0.550476
106200,-14845.440000,0.551367
106220,-14845.880000,0.550879
106240,-14831.480000,0.549463
106260,-14837.440000,0.549829
106280,-14846.200000,0.549243
106300,-14866.160000,0.549866
106320,-14871.920000,0.550708
106340,-14846.440000,0.550928
106360,-14847.800000,0.551501
