# Ensemble size: 10, Sample period: 20, Burn in steps: 1000000, Samples: 1000
# L = 32, Lz = 8, T = 1.653, Jz = 0.1000
step,H,delta^2
1000000,-14955.480000,0.740527
1000020,-14964.040000,0.740283
1000040,-14942.680000,0.739392
1000060,-14956.640000,0.739758
1000080,-14936.560000,0.738428
1000100,-14932.560000,0.739734
1000120,-14926.880000,0.739990
1000140,-14950.240000,0.740259
1000160,-14935.080000,0.739587
1000180,-14954.360000,0.740088
1000200,-14939.240000,0.739563
1000220,-14944.720000,0.739880
1000240,-14965.640000,0.740771
1000260,-14920.440000,0.738953
1000280,-14931.520000,0.738037
1000300,-14910.240000,0.738477
1000320,-14941.480000,0.739575
1000340,-14925.240000,0.739026
1000360,-14941.760000,0.740417
1000380,-14946.400000,0.739160
1000400,-14930.120000,0.740088
1000420,-14916.560000,0.738843
1000440,-14944.640000,0.739465
1000460,-14940.480000,0.739026
1000480,-14917.440000,0.738367
1000500,-14919.640000,0.738672
1000520,-14908.520000,0.738525
1000540,-14906.680000,0.738440
1000560,-14918.240000,0.740759
1000580,-14937.200000,0.740540
1000600,-14933.040000,0.740564
1000620,-14925.920000,0.739612
1000640,-14941.520000,0.740686
1000660,-14912.120000,0.739417
1000680,-14926.200000,0.740564
1000700,-14919.560000,0.740820
1000720,-14954.240000,0.742126
1000740,-14940.400000,0.741919
1000760,-14928.880000,0.742114
1000780,-14922.600000,0.741589
1000800,-14929.200000,0.741089
1000820,-14934.680000,0.741357
1000840,-14924.160000,0.741602
1000860,-14947.640000,0.742590
1000880,-14920.920000,0.741406
1000900,-14913.000000,0.739966
1000920,-14895.000000,0.739648
1000940,-14918.880000,0.742407
1000960,-14920.760000,0.741492
1000980,-14918.760000,0.740747
1001000,-14915.840000,0.740125
1001020,-14891.760000,0.738037
1001040,-14893.240000,0.738684
1001060,-14918.000000,0.739539
1001080,-14927.240000,0.740491
1001100,-14950.600000,0.742053
1001120,-14966.320000,0.742651
1001140,-14952.400000,0.742310
1001160,-14961.960000,0.742188
1001180,-14946.560000,0.742236
1001200,-14950.760000,0.741357
1001220,-14974.560000,0.743164
1001240,-14971.080000,0.743970
1001260,-14961.280000,0.742737
1001280,-14944.360000,0.742505
1001300,-14942.800000,0.742090
1001320,-14928.400000,0.741675
1001340,-14944.440000,0.741699
1001360,-14935.720000,0.742334
1001380,-14939.960000,0.742004
1001400,-14914.520000,0.741528
1001420,-14935.320000,0.742200
1001440,-14950.960000,0.742578
1001460,-14934.880000,0.742188
1001480,-14914.440000,0.742676
1001500,-14930.680000,0.742688
1001520,-14930.400000,0.743079
1001540,-14911.920000,0.742163
1001560,-14925.400000,0.744348
1001580,-14941.200000,0.743237
1001600,-14926.200000,0.742065
1001620,-14915.080000,0.742212
1001640,-14930.880000,0.743408
1001660,-14934.640000,0.743762
1001680,-14932.080000,0.743066
1001700,-14937.800000,0.743298
1001720,-14949.560000,0.743079
1001740,-14927.480000,0.742542
1001760,-14881.880000,0.740527
