# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 4.755, Jz = 0.1000
step,H,delta^2
100000,-3740.880000,0.132507
100020,-3731.760000,0.131665
100040,-3638.880000,0.134106
100060,-3748.520000,0.134180
100080,-3759.400000,0.129675
100100,-3671.600000,0.132349
100120,-3673.720000,0.134082
100140,-3694.280000,0.132288
100160,-3730.280000,0.129919
100180,-3702.440000,0.135095
100200,-3724.480000,0.131067
100220,-3782.200000,0.135205
100240,-3785.920000,0.130505
100260,-3746.800000,0.130310
100280,-3676.360000,0.133044
100300,-3656.240000,0.133264
100320,-3646.440000,0.131848
100340,-3714.080000,0.133923
100360,-3676.120000,0.134424
100380,-3710.240000,0.130066
100400,-3783.280000,0.129773
100420,-3770.480000,0.135144
100440,-3739.840000,0.131628
100460,-3739.640000,0.133105
100480,-3801.000000,0.130811
100500,-3716.640000,0.131165
100520,-3777.000000,0.129224
100540,-3802.720000,0.128662
100560,-3699.760000,0.133044
100580,-3684.040000,0.129285
100600,-3795.440000,0.133862
100620,-3700.600000,0.134302
100640,-3724.280000,0.130591
100660,-3688.880000,0.129297
100680,-3745.840000,0.132263
100700,-3695.720000,0.130090
100720,-3722.000000,0.132727
100740,-3683.760000,0.130725
100760,-3755.440000,0.133240
100780,-3702.480000,0.132104
100800,-3758.680000,0.128357
100820,-3755.640000,0.129382
100840,-3750.840000,0.131165
100860,-3714.920000,0.130420
100880,-3722.480000,0.133887
100900,-3836.040000,0.130969
100920,-3732.000000,0.133228
100940,-3722.040000,0.132458
100960,-3692.160000,0.131934
100980,-3772.200000,0.131213
101000,-3703.680000,0.131958
101020,-3811.440000,0.130920
101040,-3678.480000,0.133179
101060,-3726.240000,0.129358
101080,-3731.760000,0.131213
101100,-3770.040000,0.131201
101120,-3724.840000,0.131665
101140,-3814.760000,0.130273
101160,-3674.040000,0.131226
101180,-3686.240000,0.129028
101200,-3715.600000,0.132910
101220,-3779.280000,0.130103
101240,-3699.680000,0.131384
101260,-3841.920000,0.133191
101280,-3669.920000,0.135791
101300,-3720.080000,0.136096
101320,-3699.560000,0.130432
101340,-3782.640000,0.132776
101360,-3721.080000,0.132556
101380,-3727.640000,0.131628
101400,-3687.040000,0.129443
101420,-3709.360000,0.134021
101440,-3737.480000,0.128516
101460,-3645.560000,0.131592
101480,-3777.440000,0.130652
101500,-3722.840000,0.129163
101520,-3651.200000,0.130969
101540,-3698.800000,0.131970
101560,-3675.520000,0.129980
101580,-3674.400000,0.135327
101600,-3619.920000,0.132617
101620,-3705.000000,0.132410
101640,-3680.800000,0.132471
101660,-3724.240000,0.129712
101680,-3746.320000,0.129846
101700,-3757.560000,0.133191
101720,-3644.600000,0.129590
101740,-3677.440000,0.130701
101760,-3676.400000,0.126575
101780,-3731.480000,0.132593
101800,-3743.880000,0.130371
101820,-3705.360000,0.130933
101840,-3723.520000,0.131653
101860,-3634.080000,0.127979
101880,-3833.360000,0.130029
101900,-3836.520000,0.129968
101920,-3771.560000,0.128870
101940,-3765.600000,0.132056
101960,-3757.640000,0.132178
101980,-3682.600000,0.130969
102000,-3743.560000,0.131299
102020,-3709.520000,0.128113
102040,-3725.600000,0.131604
102060,-3732.160000,0.133435
102080,-3673.600000,0.133179
102100,-3680.320000,0.133130
102120,-3638.400000,0.131567
102140,-3695.280000,0.132654
102160,-3724.680000,0.134485
102180,-3678.920000,0.131250
102200,-3709.400000,0.129907
102220,-3758.160000,0.132056
102240,-3716.240000,0.130481
102260,-3762.280000,0.132141
102280,-3662.560000,0.130396
102300,-3715.040000,0.133667
102320,-3740.320000,0.128638
102340,-3685.760000,0.130017
102360,-3727.720000,0.129651
102380,-3783.600000,0.128467
102400,-3778.280000,0.130200
102420,-3739.000000,0.129822
102440,-3704.520000,0.131372
102460,-3737.640000,0.129211
102480,-3711.240000,0.132251
102500,-3648.440000,0.130444
102520,-3718.160000,0.133008
102540,-3766.640000,0.134375
102560,-3744.960000,0.128748
102580,-3686.480000,0.133521
102600,-3703.600000,0.130005
102620,-3674.920000,0.128162
102640,-3795.320000,0.129724
102660,-3677.960000,0.128650
102680,-3726.840000,0.133765
102700,-3734.920000,0.133252
102720,-3702.680000,0.134351
102740,-3658.440000,0.132495
102760,-3684.640000,0.134814
102780,-3723.080000,0.132874
102800,-3683.080000,0.135181
102820,-3796.280000,0.128491
102840,-3785.280000,0.132605
102860,-3700.520000,0.132214
102880,-3687.240000,0.131580
102900,-3697.640000,0.132935
102920,-3762.600000,0.130713
102940,-3726.280000,0.131323
102960,-3787.080000,0.133118
102980,-3736.720000,0.130884
103000,-3750.280000,0.130884
103020,-3703.280000,0.131702
103040,-3767.840000,0.131213
103060,-3667.800000,0.133167
103080,-3735.800000,0.130286
103100,-3688.200000,0.137793
103120,-3666.560000,0.135559
103140,-3750.680000,0.132642
103160,-3751.120000,0.132190
103180,-3643.720000,0.133301
103200,-3687.440000,0.132104
103220,-3729.600000,0.132849
103240,-3725.320000,0.132117
103260,-3658.080000,0.131946
103280,-3740.000000,0.130884
103300,-3703.600000,0.136279
103320,-3672.440000,0.132642
103340,-3635.560000,0.131714
103360,-3710.560000,0.130249
103380,-3757.240000,0.131323
103400,-3758.240000,0.130933
103420,-3752.680000,0.130188
103440,-3780.760000,0.129846
103460,-3684.720000,0.130811
