# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 3.694, Jz = 0.1000
step,H,delta^2
100000,-5078.000000,0.136047
100020,-5095.240000,0.135278
100040,-5153.080000,0.133533
100060,-5123.320000,0.137085
100080,-5113.520000,0.133423
100100,-5171.960000,0.135400
100120,-5109.160000,0.133521
100140,-5117.440000,0.137537
100160,-5093.440000,0.134009
100180,-5143.160000,0.138135
100200,-5061.880000,0.136487
100220,-5107.920000,0.135498
100240,-5067.920000,0.138550
100260,-5117.120000,0.136707
100280,-5070.960000,0.136133
100300,-5012.920000,0.136182
100320,-5062.720000,0.134570
100340,-5140.720000,0.135950
100360,-5108.280000,0.137671
100380,-5071.200000,0.134009
100400,-5066.560000,0.137866
100420,-5027.480000,0.135535
100440,-5000.520000,0.133154
100460,-4955.600000,0.136243
100480,-5082.760000,0.134851
100500,-5074.480000,0.133008
100520,-5011.200000,0.133325
100540,-5014.240000,0.135974
100560,-5040.320000,0.133167
100580,-5059.520000,0.139307
100600,-5100.040000,0.137183
100620,-5048.480000,0.138416
100640,-5127.800000,0.138098
100660,-5067.200000,0.138660
100680,-5224.720000,0.136450
100700,-5136.760000,0.136731
100720,-5096.520000,0.138989
100740,-5118.400000,0.138159
100760,-5019.360000,0.135486
100780,-5031.560000,0.135828
100800,-5094.440000,0.132678
100820,-5134.960000,0.136987
100840,-5231.520000,0.137781
100860,-5176.160000,0.134607
100880,-5191.560000,0.134888
100900,-5108.320000,0.136987
100920,-5102.720000,0.133899
100940,-5006.720000,0.133594
100960,-4978.520000,0.134204
100980,-4963.600000,0.134058
101000,-5005.520000,0.133679
101020,-5052.640000,0.136682
101040,-5026.520000,0.139404
101060,-5067.400000,0.135791
101080,-5107.720000,0.138965
101100,-5169.440000,0.137683
101120,-5095.080000,0.138452
101140,-5065.800000,0.139441
101160,-5072.080000,0.138501
101180,-5126.360000,0.136865
101200,-5101.440000,0.134546
101220,-5015.320000,0.136682
101240,-5016.480000,0.138293
101260,-5097.080000,0.136206
101280,-5028.680000,0.138013
101300,-5028.600000,0.135815
101320,-5060.000000,0.135498
101340,-5110.000000,0.136523
101360,-4995.400000,0.135413
101380,-5052.960000,0.134937
101400,-5121.080000,0.137964
101420,-5052.120000,0.136206
101440,-5131.360000,0.138721
101460,-5016.640000,0.134729
101480,-5097.400000,0.134424
101500,-5000.640000,0.140601
101520,-5131.560000,0.136243
101540,-5123.240000,0.141052
101560,-5025.760000,0.134351
101580,-4965.880000,0.137830
101600,-5091.000000,0.135181
101620,-5058.120000,0.134009
101640,-5157.280000,0.134082
101660,-5069.600000,0.136426
101680,-5070.760000,0.137646
101700,-5088.400000,0.135278
101720,-5103.200000,0.135510
101740,-5091.080000,0.132227
101760,-5148.720000,0.136304
101780,-5065.800000,0.135730
101800,-5108.760000,0.139844
101820,-5052.560000,0.139148
101840,-5024.240000,0.137512
101860,-5016.480000,0.141077
101880,-5038.360000,0.138062
101900,-5056.680000,0.135852
101920,-5128.680000,0.136646
101940,-5129.680000,0.139490
101960,-5081.040000,0.136206
101980,-5081.160000,0.138782
102000,-5110.720000,0.140381
102020,-5038.960000,0.138000
102040,-5077.120000,0.135327
102060,-4992.120000,0.135266
102080,-5012.960000,0.136914
102100,-5056.680000,0.140588
102120,-5034.600000,0.138000
102140,-5093.040000,0.134717
102160,-5111.120000,0.136365
102180,-4998.880000,0.134387
102200,-5066.400000,0.138721
102220,-5019.000000,0.134875
102240,-5086.040000,0.136328
102260,-5039.640000,0.136548
102280,-4994.560000,0.139197
102300,-5025.400000,0.139075
102320,-5064.640000,0.140002
102340,-5045.640000,0.141284
102360,-5040.760000,0.137134
102380,-5171.600000,0.141187
102400,-5047.560000,0.139526
102420,-5105.280000,0.141809
102440,-5091.800000,0.135168
102460,-5114.680000,0.139417
102480,-5077.160000,0.138062
102500,-4987.760000,0.138879
102520,-5079.480000,0.137756
102540,-5067.480000,0.136694
102560,-5097.280000,0.138745
102580,-5111.840000,0.134619
102600,-5102.960000,0.142456
102620,-5126.160000,0.137988
102640,-5081.160000,0.138538
102660,-5049.640000,0.141418
102680,-5027.520000,0.140564
102700,-5111.440000,0.137549
102720,-5092.400000,0.137390
102740,-5016.240000,0.142529
102760,-5156.400000,0.135571
102780,-5103.680000,0.139941
102800,-5004.760000,0.139160
102820,-4997.960000,0.139038
102840,-5040.640000,0.139502
102860,-5138.560000,0.136548
102880,-5122.400000,0.139526
102900,-5129.520000,0.137598
102920,-5142.200000,0.140735
102940,-5104.600000,0.136816
102960,-5165.600000,0.136072
102980,-5128.080000,0.134119
103000,-5107.560000,0.138843
