# Ensemble size: 2, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 1.500, Jz = 0.1000
step,H,delta^2
100000,-14803.000000,0.605347
100020,-14850.400000,0.605103
100040,-14890.600000,0.606934
100060,-14888.800000,0.606873
100080,-14915.000000,0.609192
100100,-14944.600000,0.610229
100120,-14875.400000,0.608215
100140,-14925.600000,0.609314
100160,-14879.800000,0.609436
100180,-14850.600000,0.609985
100200,-14888.600000,0.611633
100220,-14918.400000,0.612793
100240,-14967.400000,0.615173
100260,-14991.400000,0.614746
100280,-14959.600000,0.613281
100300,-14912.800000,0.612000
100320,-14902.400000,0.612854
100340,-14919.000000,0.612854
100360,-14918.000000,0.614075
100380,-14954.800000,0.614990
100400,-14955.200000,0.614685
100420,-14946.400000,0.615173
100440,-14932.800000,0.613281
100460,-14912.600000,0.614929
100480,-14881.800000,0.611938
100500,-14911.000000,0.611633
100520,-14901.200000,0.613647
100540,-14886.200000,0.614197
100560,-14903.800000,0.613892
100580,-14894.200000,0.612122
100600,-14856.800000,0.612854
100620,-14876.400000,0.610596
100640,-14861.400000,0.612122
100660,-14884.600000,0.613037
100680,-14937.400000,0.612488
100700,-14912.200000,0.608643
100720,-14958.000000,0.611450
100740,-14943.800000,0.612488
100760,-14891.000000,0.612976
100780,-14888.600000,0.612305
100800,-14863.600000,0.609375
100820,-14893.400000,0.612000
100840,-14882.200000,0.614136
100860,-14911.800000,0.615784
100880,-14904.200000,0.617126
100900,-14873.600000,0.618530
100920,-14892.800000,0.619263
100940,-14899.800000,0.618103
100960,-14893.000000,0.619690
100980,-14920.800000,0.621399
101000,-14929.600000,0.621765
101020,-14891.200000,0.620667
101040,-14942.000000,0.618408
101060,-14850.800000,0.618591
101080,-14933.800000,0.619324
101100,-14897.400000,0.619812
101120,-14939.800000,0.619446
101140,-14878.400000,0.620667
101160,-14907.600000,0.620056
101180,-14869.400000,0.618652
101200,-14908.400000,0.619629
101220,-14899.800000,0.620178
101240,-14903.200000,0.620544
101260,-14902.000000,0.617920
101280,-14897.400000,0.618042
101300,-14893.400000,0.619507
101320,-14862.400000,0.618713
101340,-14847.000000,0.619324
101360,-14907.600000,0.620911
101380,-14942.600000,0.621460
101400,-14976.800000,0.621765
101420,-14987.400000,0.622559
101440,-14936.200000,0.622070
101460,-14942.600000,0.620361
101480,-14903.200000,0.620850
101500,-14860.600000,0.617981
101520,-14890.600000,0.617004
101540,-14897.600000,0.617859
101560,-14914.000000,0.620605
101580,-14973.600000,0.621826
101600,-14974.600000,0.623108
101620,-14956.800000,0.622681
101640,-14895.600000,0.619202
101660,-14907.200000,0.616760
101680,-14885.200000,0.617554
101700,-14888.800000,0.618164
101720,-14896.400000,0.616882
101740,-14938.000000,0.619324
101760,-14913.600000,0.619324
101780,-14870.800000,0.620178
101800,-14897.800000,0.620544
101820,-14896.000000,0.618103
101840,-14907.600000,0.618103
101860,-14890.600000,0.617310
101880,-14868.000000,0.617859
101900,-14891.200000,0.616394
101920,-14974.600000,0.619385
101940,-14908.800000,0.618530
101960,-14953.800000,0.620728
101980,-14972.600000,0.621094
102000,-14940.600000,0.620667
102020,-14933.600000,0.620850
102040,-14932.400000,0.619202
102060,-14921.600000,0.616760
102080,-14944.400000,0.617981
102100,-14930.400000,0.619812
102120,-14933.600000,0.621033
102140,-14889.200000,0.619263
102160,-14848.200000,0.620667
102180,-14892.200000,0.620728
102200,-14877.200000,0.620667
102220,-14872.800000,0.620483
102240,-14870.200000,0.618835
102260,-14880.000000,0.619934
102280,-14898.800000,0.625183
102300,-14926.200000,0.625427
102320,-14942.600000,0.625793
102340,-14895.200000,0.625671
102360,-14871.800000,0.626526
102380,-14876.600000,0.624695
102400,-14916.800000,0.626953
102420,-14924.200000,0.627747
102440,-14917.200000,0.628235
102460,-14961.200000,0.627869
102480,-14936.200000,0.629639
102500,-14993.800000,0.631470
102520,-14974.800000,0.630310
102540,-14990.000000,0.632263
102560,-14916.000000,0.627686
102580,-14937.400000,0.625061
102600,-14942.200000,0.626526
102620,-14929.600000,0.625854
