# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 4.673, Jz = 0.1000
step,H,delta^2
100000,-3714.280000,0.131531
100020,-3773.640000,0.133228
100040,-3791.200000,0.133984
100060,-3775.200000,0.135852
100080,-3788.720000,0.132874
100100,-3842.720000,0.133069
100120,-3803.160000,0.133630
100140,-3796.840000,0.134570
100160,-3847.120000,0.130945
100180,-3805.520000,0.129553
100200,-3859.400000,0.130127
100220,-3782.880000,0.131482
100240,-3898.880000,0.133276
100260,-3790.360000,0.130322
100280,-3829.560000,0.134570
100300,-3845.600000,0.132837
100320,-3713.200000,0.127637
100340,-3846.000000,0.128784
100360,-3855.000000,0.131287
100380,-3844.560000,0.135217
100400,-3836.000000,0.131396
100420,-3886.320000,0.134167
100440,-3824.400000,0.130920
100460,-3785.400000,0.134290
100480,-3809.160000,0.131494
100500,-3765.240000,0.134082
100520,-3800.160000,0.134644
100540,-3755.160000,0.130103
100560,-3770.360000,0.130151
100580,-3856.040000,0.133020
100600,-3844.840000,0.133484
100620,-3787.160000,0.131433
100640,-3800.600000,0.130933
100660,-3851.520000,0.132324
100680,-3814.880000,0.133167
100700,-3879.240000,0.128943
100720,-3852.400000,0.133228
100740,-3766.320000,0.129761
100760,-3827.880000,0.129260
100780,-3868.480000,0.128735
100800,-3842.920000,0.127881
100820,-3850.000000,0.131262
100840,-3772.520000,0.131873
100860,-3825.920000,0.131018
100880,-3828.120000,0.134717
100900,-3750.600000,0.129578
100920,-3769.160000,0.130042
100940,-3811.880000,0.130115
100960,-3774.360000,0.134790
100980,-3808.920000,0.132959
101000,-3782.200000,0.128662
101020,-3761.160000,0.131470
101040,-3749.440000,0.131262
101060,-3787.760000,0.130164
101080,-3877.600000,0.133032
101100,-3835.640000,0.134143
101120,-3811.280000,0.131824
101140,-3729.280000,0.131848
101160,-3780.680000,0.130688
101180,-3724.280000,0.134119
101200,-3826.640000,0.131177
101220,-3891.720000,0.132483
101240,-3816.080000,0.131018
101260,-3854.240000,0.134021
101280,-3856.160000,0.133862
101300,-3825.280000,0.133887
101320,-3827.080000,0.132703
101340,-3821.040000,0.128845
101360,-3890.600000,0.133411
101380,-3866.600000,0.131421
