# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 1.408, Jz = 0.1000
step,H,delta^2
100000,-14853.480000,0.569482
100020,-14837.720000,0.569263
100040,-14853.520000,0.568616
100060,-14852.680000,0.568750
100080,-14833.040000,0.568140
100100,-14820.880000,0.568359
100120,-14828.520000,0.567603
100140,-14811.400000,0.567871
100160,-14798.520000,0.568152
100180,-14813.480000,0.567786
100200,-14818.040000,0.568188
100220,-14841.760000,0.568408
100240,-14832.880000,0.567896
100260,-14836.480000,0.568176
100280,-14846.280000,0.569153
100300,-14839.360000,0.568713
100320,-14830.240000,0.567676
100340,-14830.200000,0.568176
100360,-14845.120000,0.569043
100380,-14831.360000,0.569275
100400,-14837.640000,0.569641
100420,-14839.720000,0.569519
100440,-14839.520000,0.570544
100460,-14825.440000,0.570496
100480,-14832.400000,0.570947
100500,-14836.440000,0.570874
100520,-14840.840000,0.571118
100540,-14853.600000,0.570825
100560,-14829.440000,0.571118
100580,-14829.440000,0.570825
100600,-14837.400000,0.572290
100620,-14830.360000,0.572217
100640,-14832.560000,0.571667
100660,-14819.560000,0.570862
100680,-14859.240000,0.571387
100700,-14833.400000,0.571448
100720,-14859.720000,0.571143
100740,-14865.400000,0.572156
100760,-14878.000000,0.572131
100780,-14865.880000,0.571204
100800,-14882.160000,0.572205
100820,-14842.640000,0.572009
100840,-14831.720000,0.571338
100860,-14820.280000,0.569592
100880,-14837.040000,0.570068
100900,-14850.040000,0.569604
100920,-14840.840000,0.569641
100940,-14848.640000,0.569971
100960,-14866.960000,0.570044
100980,-14842.240000,0.570361
101000,-14845.520000,0.569714
101020,-14833.200000,0.568982
101040,-14832.640000,0.569751
101060,-14792.680000,0.567529
101080,-14811.760000,0.567786
101100,-14840.360000,0.568750
101120,-14836.680000,0.568079
101140,-14843.000000,0.567737
101160,-14831.240000,0.567603
101180,-14804.440000,0.567761
101200,-14825.760000,0.566504
101220,-14835.560000,0.566406
101240,-14817.280000,0.565918
101260,-14792.320000,0.564258
101280,-14815.800000,0.565381
101300,-14836.720000,0.566431
101320,-14850.600000,0.567712
101340,-14830.920000,0.567151
101360,-14834.880000,0.567139
101380,-14830.040000,0.566968
101400,-14842.720000,0.567407
101420,-14848.880000,0.567297
101440,-14836.120000,0.567065
101460,-14824.840000,0.566968
101480,-14829.280000,0.567261
101500,-14863.680000,0.568848
101520,-14860.080000,0.569836
101540,-14850.720000,0.569287
101560,-14845.840000,0.569543
101580,-14825.840000,0.568835
101600,-14808.960000,0.568384
101620,-14811.640000,0.568372
101640,-14804.200000,0.568005
101660,-14816.040000,0.568628
101680,-14827.640000,0.568774
101700,-14834.000000,0.569177
101720,-14838.000000,0.569421
101740,-14824.320000,0.568005
101760,-14811.440000,0.569092
101780,-14840.000000,0.569067
101800,-14853.040000,0.569849
101820,-14850.720000,0.569910
101840,-14843.200000,0.569580
101860,-14843.320000,0.568884
101880,-14828.000000,0.569922
101900,-14835.520000,0.569482
101920,-14866.360000,0.570520
101940,-14833.840000,0.569250
101960,-14834.840000,0.570007
101980,-14851.600000,0.569177
102000,-14837.480000,0.567957
102020,-14837.920000,0.567944
102040,-14820.760000,0.567725
102060,-14837.000000,0.568250
102080,-14822.200000,0.568250
102100,-14809.960000,0.567407
102120,-14819.120000,0.567627
102140,-14833.960000,0.567664
102160,-14821.080000,0.568494
102180,-14816.480000,0.569592
102200,-14823.720000,0.570178
102220,-14844.160000,0.570605
102240,-14863.520000,0.569946
102260,-14850.680000,0.570142
102280,-14855.760000,0.570239
102300,-14821.000000,0.569934
102320,-14842.840000,0.569470
102340,-14836.240000,0.567749
102360,-14856.880000,0.568872
102380,-14842.560000,0.567200
102400,-14821.480000,0.567468
102420,-14832.040000,0.567163
102440,-14799.440000,0.565894
102460,-14824.320000,0.565857
102480,-14819.400000,0.566528
102500,-14837.520000,0.567285
102520,-14837.160000,0.567590
102540,-14848.040000,0.567883
102560,-14829.840000,0.566504
102580,-14842.120000,0.566772
102600,-14813.280000,0.567139
102620,-14811.080000,0.566406
102640,-14830.720000,0.566357
102660,-14830.000000,0.566711
102680,-14832.680000,0.567041
102700,-14823.400000,0.567517
102720,-14819.920000,0.567273
102740,-14854.680000,0.567725
102760,-14847.600000,0.566370
102780,-14851.320000,0.568042
102800,-14852.400000,0.567249
102820,-14835.760000,0.567029
102840,-14847.280000,0.567529
102860,-14841.440000,0.568347
102880,-14860.920000,0.568372
102900,-14850.760000,0.568872
102920,-14842.480000,0.569446
102940,-14845.400000,0.569714
102960,-14851.280000,0.569641
102980,-14831.440000,0.569348
103000,-14840.880000,0.569006
103020,-14831.320000,0.569666
103040,-14872.040000,0.570142
103060,-14845.320000,0.569617
103080,-14838.240000,0.568701
103100,-14842.560000,0.569421
103120,-14856.560000,0.569678
103140,-14834.640000,0.568262
103160,-14841.320000,0.568909
103180,-14830.880000,0.568140
103200,-14848.160000,0.568506
103220,-14864.880000,0.569287
103240,-14875.920000,0.569775
103260,-14868.000000,0.569568
103280,-14852.520000,0.569287
103300,-14868.640000,0.569983
103320,-14855.480000,0.571021
103340,-14869.680000,0.571191
103360,-14854.600000,0.570178
103380,-14858.720000,0.570166
103400,-14872.240000,0.570093
103420,-14879.760000,0.569434
103440,-14870.360000,0.569409
103460,-14851.680000,0.568359
103480,-14834.520000,0.567517
103500,-14844.640000,0.567810
103520,-14854.120000,0.567981
103540,-14852.080000,0.569006
103560,-14857.320000,0.569434
103580,-14871.240000,0.569116
103600,-14846.160000,0.568628
103620,-14835.000000,0.568335
103640,-14825.320000,0.568335
103660,-14827.800000,0.567969
103680,-14833.440000,0.568396
103700,-14840.800000,0.569421
103720,-14840.680000,0.569495
103740,-14863.960000,0.570813
103760,-14843.560000,0.569910
103780,-14841.240000,0.570215
103800,-14851.880000,0.570459
103820,-14840.200000,0.571204
103840,-14824.640000,0.571655
103860,-14828.080000,0.572473
103880,-14840.040000,0.572229
103900,-14836.360000,0.571350
103920,-14833.560000,0.571594
103940,-14807.160000,0.570471
103960,-14836.920000,0.571497
103980,-14835.200000,0.571826
104000,-14825.120000,0.571472
104020,-14848.000000,0.571582
104040,-14828.120000,0.572095
104060,-14848.640000,0.572229
104080,-14841.560000,0.572229
104100,-14841.880000,0.571887
104120,-14846.720000,0.573267
104140,-14870.320000,0.573621
104160,-14873.840000,0.573706
104180,-14865.920000,0.573767
104200,-14842.320000,0.573242
104220,-14847.160000,0.573120
104240,-14834.080000,0.572925
104260,-14829.160000,0.572510
104280,-14850.240000,0.573120
104300,-14839.040000,0.573743
104320,-14826.240000,0.572351
104340,-14824.840000,0.572632
104360,-14824.880000,0.572595
104380,-14839.400000,0.572498
104400,-14840.160000,0.573071
104420,-14847.480000,0.573193
104440,-14855.800000,0.572485
104460,-14840.280000,0.571741
104480,-14835.720000,0.571216
104500,-14822.040000,0.572144
104520,-14802.480000,0.571240
104540,-14821.640000,0.571021
104560,-14824.720000,0.571033
104580,-14815.520000,0.571069
104600,-14825.560000,0.571667
104620,-14815.280000,0.571240
104640,-14811.680000,0.571399
104660,-14839.520000,0.572827
104680,-14839.240000,0.572693
104700,-14844.000000,0.573145
104720,-14855.920000,0.573572
104740,-14846.680000,0.572852
104760,-14851.920000,0.573132
104780,-14856.920000,0.573450
104800,-14844.880000,0.573059
104820,-14862.080000,0.574377
104840,-14848.560000,0.573254
104860,-14843.240000,0.573938
104880,-14842.040000,0.574414
104900,-14851.560000,0.572864
104920,-14839.360000,0.573792
104940,-14830.640000,0.573584
104960,-14856.040000,0.574609
104980,-14838.000000,0.574060
105000,-14845.400000,0.574524
105020,-14839.640000,0.573889
105040,-14858.720000,0.574780
105060,-14833.080000,0.573987
105080,-14862.160000,0.574316
105100,-14879.240000,0.574902
105120,-14870.080000,0.574902
105140,-14840.120000,0.573157
105160,-14858.360000,0.574097
105180,-14844.600000,0.573193
105200,-14855.160000,0.573450
105220,-14859.120000,0.573328
105240,-14868.080000,0.572546
105260,-14846.080000,0.573047
105280,-14829.400000,0.572778
105300,-14848.000000,0.573779
105320,-14867.440000,0.574329
105340,-14856.680000,0.573743
105360,-14849.720000,0.572534
105380,-14836.600000,0.572388
105400,-14840.000000,0.572534
105420,-14838.200000,0.572998
105440,-14860.800000,0.572961
105460,-14847.360000,0.572559
105480,-14843.280000,0.571716
105500,-14838.360000,0.571484
105520,-14840.480000,0.571777
105540,-14850.480000,0.572302
105560,-14846.320000,0.572668
105580,-14827.960000,0.572327
105600,-14829.320000,0.572961
105620,-14831.360000,0.572498
105640,-14840.120000,0.572742
105660,-14820.160000,0.571765
105680,-14809.800000,0.571106
105700,-14812.520000,0.571558
105720,-14813.520000,0.571851
105740,-14815.680000,0.572058
105760,-14824.360000,0.573083
105780,-14836.600000,0.572888
105800,-14846.560000,0.571765
105820,-14819.160000,0.571338
105840,-14829.960000,0.571094
105860,-14832.200000,0.572290
105880,-14835.280000,0.571973
105900,-14864.480000,0.572961
105920,-14854.280000,0.572827
105940,-14841.440000,0.572278
105960,-14831.040000,0.571667
105980,-14846.520000,0.571240
