# Ensemble size: 5, Steps: 1000000, Burn in steps: 0, Samples: 100
step,H,H^2
0,-11.000000,260.600000,
10000,-376.200000,141782.200000,
20000,-384.600000,148124.600000,
30000,-411.400000,169731.000000,
40000,-417.000000,174314.200000,
50000,-425.800000,181670.200000,
60000,-435.400000,189822.200000,
70000,-435.800000,190019.800000,
80000,-437.400000,191530.200000,
90000,-433.400000,188007.800000,
100000,-439.800000,193498.200000,
110000,-439.000000,192857.400000,
120000,-437.400000,191403.000000,
130000,-443.800000,197024.600000,
140000,-443.400000,196669.400000,
150000,-443.800000,197075.000000,
160000,-448.200000,200908.600000,
170000,-440.600000,194160.600000,
180000,-445.400000,198431.000000,
190000,-445.400000,198480.600000,
200000,-447.000000,199890.200000,
210000,-448.600000,201283.800000,
220000,-437.800000,191694.200000,
230000,-445.000000,198063.800000,
240000,-450.200000,202698.200000,
250000,-441.400000,194874.200000,
260000,-444.600000,197697.400000,
270000,-443.400000,196668.600000,
280000,-445.800000,198789.400000,
290000,-445.800000,198831.000000,
300000,-441.000000,194579.800000,
310000,-445.000000,198094.200000,
320000,-444.200000,197343.800000,
330000,-443.000000,196354.200000,
340000,-441.400000,194891.000000,
350000,-447.000000,199878.200000,
360000,-443.400000,196717.400000,
370000,-438.600000,192513.400000,
380000,-438.200000,192165.400000,
390000,-442.600000,195983.800000,
400000,-447.400000,200188.600000,
410000,-439.400000,193119.000000,
420000,-445.400000,198435.000000,
430000,-443.800000,196987.800000,
440000,-445.400000,198395.000000,
450000,-445.800000,198797.400000,
460000,-447.000000,199865.400000,
470000,-448.200000,200894.200000,
480000,-440.200000,193799.800000,
490000,-443.000000,196309.400000,
500000,-445.400000,198420.600000,
510000,-439.800000,193475.800000,
520000,-444.600000,197710.200000,
530000,-448.600000,201264.600000,
540000,-445.800000,198805.400000,
550000,-443.000000,196406.200000,
560000,-440.600000,194266.200000,
570000,-443.000000,196293.400000,
580000,-438.200000,192103.000000,
590000,-444.200000,197493.400000,
600000,-445.400000,198468.600000,
610000,-442.600000,195985.400000,
620000,-441.800000,195277.400000,
630000,-443.800000,196993.400000,
640000,-441.400000,194979.000000,
650000,-446.200000,199167.800000,
660000,-441.000000,194602.200000,
670000,-445.000000,198099.000000,
680000,-445.800000,198828.600000,
690000,-447.000000,199827.000000,
700000,-441.800000,195209.400000,
710000,-439.000000,192775.800000,
720000,-443.800000,197028.600000,
730000,-445.000000,198039.000000,
740000,-442.600000,196007.800000,
750000,-447.000000,199866.200000,
760000,-441.800000,195222.200000,
770000,-448.200000,200905.400000,
780000,-444.600000,197694.200000,
790000,-444.600000,197704.600000,
800000,-440.600000,194140.600000,
810000,-439.800000,193461.400000,
820000,-441.000000,194535.800000,
830000,-447.400000,200201.400000,
840000,-446.200000,199263.800000,
850000,-445.400000,198477.400000,
860000,-446.600000,199472.600000,
870000,-444.200000,197372.600000,
880000,-439.400000,193170.200000,
890000,-440.200000,193854.200000,
900000,-442.200000,195667.800000,
910000,-446.600000,199511.000000,
920000,-448.200000,200911.000000,
930000,-449.000000,201651.800000,
940000,-444.600000,197783.000000,
950000,-445.800000,198771.000000,
960000,-441.000000,194507.800000,
970000,-443.400000,196667.000000,
980000,-445.400000,198419.000000,
990000,-440.600000,194156.600000,
