# Ensemble size: 100, Steps: 100000, Burn in steps: 0, Samples: 100
step,H,H^2
0,-1.790000,396.750000,
1000,-102.450000,11054.430000,
2000,-102.650000,11095.750000,
3000,-98.670000,10365.310000,
4000,-103.490000,11260.990000,
5000,-103.530000,11224.950000,
6000,-102.790000,11179.870000,
7000,-98.270000,10207.550000,
8000,-100.330000,10635.950000,
9000,-98.630000,10413.790000,
10000,-100.810000,10745.310000,
11000,-104.210000,11511.870000,
12000,-94.950000,9492.510000,
13000,-101.370000,10865.310000,
14000,-95.690000,9872.110000,
15000,-97.230000,10113.310000,
16000,-100.790000,10828.110000,
17000,-99.650000,10557.630000,
18000,-101.970000,10988.030000,
19000,-95.830000,9727.870000,
20000,-98.930000,10389.430000,
21000,-98.390000,10173.390000,
22000,-99.550000,10566.670000,
23000,-99.630000,10450.390000,
24000,-102.310000,11245.310000,
25000,-102.330000,10995.510000,
26000,-100.250000,10758.070000,
27000,-98.910000,10586.070000,
28000,-101.990000,11130.030000,
29000,-100.950000,10908.350000,
30000,-102.390000,11110.390000,
31000,-99.310000,10639.910000,
32000,-99.890000,10548.790000,
33000,-99.710000,10430.870000,
34000,-97.950000,10010.590000,
35000,-103.650000,11253.790000,
36000,-100.230000,10697.470000,
37000,-102.350000,10896.030000,
38000,-102.250000,11069.550000,
39000,-101.050000,10708.470000,
40000,-95.230000,9696.270000,
41000,-98.750000,10240.070000,
42000,-100.570000,10588.870000,
43000,-99.810000,10426.190000,
44000,-101.690000,10895.630000,
45000,-99.510000,10363.590000,
46000,-98.790000,10361.510000,
47000,-104.070000,11344.430000,
48000,-101.490000,10976.750000,
49000,-99.730000,10543.070000,
50000,-93.850000,9494.110000,
51000,-99.850000,10601.350000,
52000,-100.550000,10876.390000,
53000,-101.890000,11145.870000,
54000,-100.590000,10636.430000,
55000,-102.310000,11208.030000,
56000,-102.730000,11097.670000,
57000,-99.790000,10531.230000,
58000,-102.710000,11180.870000,
59000,-101.210000,10737.990000,
60000,-102.310000,11034.590000,
61000,-98.650000,10345.430000,
62000,-104.930000,11588.550000,
63000,-100.270000,10765.110000,
64000,-100.870000,10820.950000,
65000,-102.350000,11059.630000,
66000,-102.350000,11209.550000,
67000,-102.510000,11101.870000,
68000,-102.970000,11137.110000,
69000,-99.170000,10517.390000,
70000,-99.610000,10488.950000,
71000,-103.130000,11080.870000,
72000,-104.130000,11591.230000,
73000,-102.470000,10991.990000,
74000,-104.130000,11219.670000,
75000,-104.710000,11632.790000,
76000,-99.090000,10316.630000,
77000,-97.570000,10166.750000,
78000,-96.270000,9846.430000,
79000,-96.910000,9872.230000,
80000,-101.450000,10871.710000,
81000,-98.310000,10144.990000,
82000,-101.250000,10871.990000,
83000,-105.030000,11622.350000,
84000,-106.270000,11751.990000,
85000,-99.070000,10475.110000,
86000,-101.330000,10816.030000,
87000,-103.510000,11133.310000,
88000,-100.090000,10629.150000,
89000,-98.550000,10353.350000,
90000,-98.050000,10301.110000,
91000,-99.410000,10459.270000,
92000,-103.370000,11269.190000,
93000,-103.050000,11278.310000,
94000,-100.430000,10667.390000,
95000,-101.630000,10770.750000,
96000,-99.670000,10492.590000,
97000,-96.370000,9919.870000,
98000,-103.710000,11522.750000,
99000,-101.010000,10825.430000,
