# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 3.367, Jz = 0.5000
step,H,delta^2
100000,-10446.600000,0.461279
100020,-10455.200000,0.456628
100040,-10489.000000,0.461206
100060,-10580.200000,0.464355
100080,-10540.600000,0.462122
100100,-10597.200000,0.463062
100120,-10510.200000,0.461597
100140,-10530.400000,0.461633
100160,-10476.200000,0.461987
100180,-10445.400000,0.461462
100200,-10451.800000,0.457422
100220,-10476.400000,0.457983
100240,-10421.000000,0.455298
100260,-10434.800000,0.455554
100280,-10486.000000,0.458032
100300,-10411.000000,0.454480
100320,-10415.400000,0.454163
100340,-10495.000000,0.461768
100360,-10492.600000,0.457996
100380,-10424.600000,0.453833
100400,-10499.600000,0.461780
100420,-10524.600000,0.461487
100440,-10519.000000,0.462256
100460,-10456.400000,0.462158
100480,-10417.000000,0.457288
100500,-10493.600000,0.460437
100520,-10404.000000,0.455420
100540,-10403.000000,0.460071
100560,-10448.800000,0.459875
100580,-10473.400000,0.456897
100600,-10464.600000,0.456042
100620,-10471.000000,0.452332
100640,-10447.600000,0.454846
100660,-10404.200000,0.453650
100680,-10465.400000,0.459668
100700,-10436.600000,0.456018
100720,-10512.000000,0.456213
100740,-10458.400000,0.455115
100760,-10501.800000,0.461316
100780,-10565.400000,0.460107
100800,-10571.800000,0.462341
100820,-10575.200000,0.464673
100840,-10523.200000,0.463623
100860,-10626.000000,0.467432
100880,-10658.800000,0.470349
100900,-10641.400000,0.466772
100920,-10552.000000,0.463757
100940,-10542.800000,0.465076
100960,-10517.600000,0.463062
100980,-10513.200000,0.463025
101000,-10546.000000,0.463330
101020,-10605.400000,0.472229
101040,-10553.600000,0.469446
101060,-10515.000000,0.463977
101080,-10456.600000,0.462280
101100,-10492.000000,0.462866
101120,-10611.200000,0.466199
101140,-10642.400000,0.464001
101160,-10597.200000,0.466028
101180,-10563.000000,0.464832
101200,-10640.000000,0.466406
101220,-10510.000000,0.462781
101240,-10511.800000,0.462024
101260,-10576.600000,0.466394
101280,-10603.200000,0.466528
101300,-10564.400000,0.462415
101320,-10604.200000,0.467603
101340,-10541.000000,0.462268
101360,-10606.400000,0.465552
101380,-10577.400000,0.461755
101400,-10465.000000,0.459033
101420,-10503.000000,0.461096
101440,-10554.400000,0.463123
101460,-10526.200000,0.464160
101480,-10610.000000,0.468140
101500,-10549.000000,0.464636
101520,-10563.600000,0.466614
101540,-10570.800000,0.467468
101560,-10509.400000,0.464368
101580,-10530.400000,0.466418
101600,-10496.800000,0.462268
101620,-10503.600000,0.460950
101640,-10582.200000,0.466370
101660,-10557.200000,0.462585
101680,-10540.000000,0.463135
101700,-10565.400000,0.462927
101720,-10605.200000,0.466467
101740,-10523.400000,0.465271
101760,-10608.000000,0.469434
101780,-10628.200000,0.469360
101800,-10605.400000,0.467346
101820,-10612.200000,0.469629
101840,-10605.200000,0.472668
101860,-10665.200000,0.471545
101880,-10633.800000,0.472009
101900,-10687.000000,0.475269
101920,-10678.200000,0.475122
101940,-10631.000000,0.471729
101960,-10670.600000,0.469165
101980,-10655.000000,0.470825
102000,-10604.800000,0.470825
102020,-10678.200000,0.474170
102040,-10616.400000,0.472058
102060,-10646.400000,0.472522
102080,-10604.000000,0.467432
102100,-10601.800000,0.467090
102120,-10545.000000,0.467847
102140,-10635.000000,0.469727
102160,-10473.800000,0.464856
102180,-10497.000000,0.463892
102200,-10586.200000,0.466028
102220,-10565.200000,0.462634
102240,-10617.000000,0.466504
102260,-10638.000000,0.467651
102280,-10603.000000,0.468420
102300,-10488.200000,0.464539
102320,-10548.200000,0.463708
102340,-10598.200000,0.466565
102360,-10563.200000,0.465503
102380,-10547.000000,0.464856
102400,-10642.800000,0.469690
102420,-10558.800000,0.469702
102440,-10621.800000,0.467102
102460,-10574.000000,0.463708
102480,-10635.200000,0.465759
102500,-10715.800000,0.469312
102520,-10548.800000,0.470117
102540,-10626.200000,0.470532
102560,-10617.200000,0.467737
102580,-10694.800000,0.473511
102600,-10622.600000,0.467419
102620,-10547.200000,0.469348
102640,-10537.800000,0.467639
102660,-10511.800000,0.466272
102680,-10509.600000,0.466028
102700,-10682.400000,0.468127
102720,-10721.800000,0.474878
102740,-10612.200000,0.468701
102760,-10651.200000,0.469080
102780,-10632.200000,0.466211
102800,-10644.000000,0.470642
102820,-10509.200000,0.466943
102840,-10538.600000,0.466406
102860,-10611.200000,0.467395
102880,-10571.000000,0.466858
102900,-10574.600000,0.466602
102920,-10651.000000,0.466565
102940,-10784.800000,0.472705
102960,-10682.600000,0.470557
102980,-10686.800000,0.470935
103000,-10638.800000,0.472327
103020,-10589.400000,0.471179
103040,-10718.800000,0.476660
103060,-10589.000000,0.469592
103080,-10494.000000,0.466992
103100,-10521.000000,0.470166
103120,-10515.200000,0.465686
103140,-10519.800000,0.468530
103160,-10475.400000,0.466101
103180,-10506.800000,0.467041
103200,-10485.800000,0.465271
103220,-10518.200000,0.468372
103240,-10513.600000,0.467834
103260,-10538.800000,0.467395
103280,-10555.400000,0.470984
103300,-10562.200000,0.470862
