# Ensemble size: 2, Sample period: 20, Burn in steps: 100000, Samples: 100
# L = 32, Lz = 8, T = 3.321, Jz = 0.5000
step,H,delta^2
100000,-10675.000000,0.462769
100020,-10602.000000,0.464417
100040,-10607.000000,0.466675
100060,-10610.000000,0.465881
100080,-10627.000000,0.461914
100100,-10606.000000,0.463196
100120,-10935.000000,0.469788
100140,-10782.000000,0.469971
100160,-10771.000000,0.471619
100180,-10928.000000,0.482239
100200,-10686.000000,0.476196
100220,-10691.000000,0.478333
100240,-10805.000000,0.476013
100260,-10835.000000,0.466431
100280,-10612.000000,0.469116
100300,-10483.000000,0.463684
100320,-10519.000000,0.466064
100340,-10626.000000,0.466187
100360,-10578.000000,0.467224
100380,-10714.000000,0.468689
100400,-10947.000000,0.480347
100420,-10690.000000,0.476746
100440,-10918.000000,0.483337
100460,-11194.000000,0.491760
100480,-10935.000000,0.485107
100500,-10950.000000,0.488770
100520,-10974.000000,0.485229
100540,-11051.000000,0.487183
100560,-11013.000000,0.489990
100580,-10981.000000,0.487366
100600,-11038.000000,0.488098
100620,-10998.000000,0.495300
100640,-10872.000000,0.483398
100660,-10915.000000,0.483459
100680,-10845.000000,0.473450
100700,-10627.000000,0.469543
100720,-10765.000000,0.477173
100740,-10791.000000,0.475098
100760,-10694.000000,0.472534
100780,-10688.000000,0.474426
100800,-10835.000000,0.472778
100820,-10558.000000,0.465820
100840,-10709.000000,0.471252
100860,-10652.000000,0.459717
100880,-10585.000000,0.460144
100900,-10519.000000,0.458435
100920,-10538.000000,0.463013
100940,-10577.000000,0.460388
100960,-10561.000000,0.462158
100980,-10662.000000,0.467590
101000,-10438.000000,0.458008
101020,-10528.000000,0.463684
101040,-10816.000000,0.473267
101060,-10788.000000,0.472290
101080,-10852.000000,0.470947
101100,-10692.000000,0.470642
101120,-10744.000000,0.476562
101140,-10544.000000,0.468567
101160,-10700.000000,0.473022
101180,-10610.000000,0.466370
101200,-10740.000000,0.471802
101220,-10690.000000,0.477722
101240,-10919.000000,0.480469
101260,-10962.000000,0.482544
101280,-10758.000000,0.482239
101300,-10878.000000,0.484131
101320,-11092.000000,0.498779
101340,-10938.000000,0.486023
101360,-10994.000000,0.493225
101380,-10746.000000,0.487183
101400,-10849.000000,0.485779
101420,-10971.000000,0.486084
101440,-10935.000000,0.491150
101460,-10936.000000,0.485901
101480,-10905.000000,0.481018
101500,-10841.000000,0.481201
101520,-10993.000000,0.475037
101540,-10966.000000,0.484375
101560,-10835.000000,0.479065
101580,-10784.000000,0.477478
101600,-10881.000000,0.482422
101620,-10782.000000,0.480713
101640,-10957.000000,0.485474
101660,-11004.000000,0.486511
101680,-11211.000000,0.494019
101700,-10973.000000,0.494812
101720,-11114.000000,0.496033
101740,-10971.000000,0.496460
101760,-11241.000000,0.505127
101780,-11024.000000,0.501038
101800,-11166.000000,0.511108
101820,-11129.000000,0.497803
101840,-11020.000000,0.491577
101860,-11151.000000,0.498535
101880,-11025.000000,0.500122
101900,-11052.000000,0.498352
101920,-11095.000000,0.496948
101940,-10986.000000,0.491638
101960,-11120.000000,0.495972
101980,-11392.000000,0.506714
