# Ensemble size: 2, Sample period: 20, Burn in steps: 100000, Samples: 100
# L = 32, Lz = 8, T = 3.429, Jz = 0.5000
step,H,delta^2
100000,-9983.000000,0.418396
100020,-9920.000000,0.419189
100040,-9837.000000,0.416504
100060,-9908.000000,0.419373
100080,-9665.000000,0.411438
100100,-9546.000000,0.406738
100120,-9580.000000,0.402649
100140,-9736.000000,0.415161
100160,-9650.000000,0.410950
100180,-9769.000000,0.416992
100200,-9644.000000,0.419678
100220,-9554.000000,0.406128
100240,-9720.000000,0.425110
100260,-9682.000000,0.417847
100280,-9716.000000,0.414185
100300,-9602.000000,0.413147
100320,-9746.000000,0.411804
100340,-9700.000000,0.416931
100360,-9594.000000,0.416016
100380,-9669.000000,0.419983
100400,-9638.000000,0.413330
100420,-9369.000000,0.407654
100440,-9422.000000,0.407288
100460,-9487.000000,0.408936
100480,-9605.000000,0.415588
100500,-9672.000000,0.418213
100520,-9618.000000,0.410339
100540,-9582.000000,0.413513
100560,-9757.000000,0.412415
100580,-9779.000000,0.409424
100600,-9807.000000,0.419556
100620,-9862.000000,0.417297
100640,-9895.000000,0.419556
100660,-9758.000000,0.411438
100680,-9606.000000,0.406860
100700,-9682.000000,0.411133
100720,-9579.000000,0.405823
100740,-9609.000000,0.404114
100760,-9616.000000,0.401733
100780,-9614.000000,0.403748
100800,-9586.000000,0.403259
100820,-9651.000000,0.404663
100840,-9655.000000,0.408875
100860,-9644.000000,0.407959
100880,-9618.000000,0.400330
100900,-9650.000000,0.412170
100920,-9728.000000,0.408325
100940,-9840.000000,0.409668
100960,-9639.000000,0.406982
100980,-9693.000000,0.411499
101000,-9702.000000,0.406982
101020,-9637.000000,0.405579
101040,-9558.000000,0.410278
101060,-9671.000000,0.406372
101080,-9495.000000,0.398193
101100,-9547.000000,0.404175
101120,-9596.000000,0.407776
101140,-9790.000000,0.419983
101160,-9922.000000,0.422058
101180,-9794.000000,0.414062
101200,-9741.000000,0.413635
101220,-9753.000000,0.408325
101240,-9612.000000,0.403992
101260,-9598.000000,0.403931
101280,-9576.000000,0.402283
101300,-9497.000000,0.406799
101320,-9719.000000,0.414185
101340,-9675.000000,0.409729
101360,-9614.000000,0.406128
101380,-9512.000000,0.403137
101400,-9617.000000,0.419800
101420,-9576.000000,0.405334
101440,-9571.000000,0.405640
101460,-9474.000000,0.403931
101480,-9396.000000,0.395325
101500,-9512.000000,0.391235
101520,-9525.000000,0.396301
101540,-9588.000000,0.401917
101560,-9451.000000,0.396118
101580,-9651.000000,0.401489
101600,-9703.000000,0.402161
101620,-9665.000000,0.402344
101640,-9676.000000,0.403259
101660,-9775.000000,0.408142
101680,-9875.000000,0.408875
101700,-9724.000000,0.414429
101720,-9831.000000,0.410950
101740,-9729.000000,0.415710
101760,-9695.000000,0.415344
101780,-9657.000000,0.413818
101800,-9863.000000,0.416077
101820,-9668.000000,0.405823
101840,-9781.000000,0.409180
101860,-9612.000000,0.404541
101880,-9800.000000,0.413147
101900,-9863.000000,0.409607
101920,-9880.000000,0.414490
101940,-9682.000000,0.407532
101960,-9869.000000,0.405762
101980,-9650.000000,0.402466
