# Ensemble size: 2, Sample period: 20, Burn in steps: 100000, Samples: 100
# L = 32, Lz = 8, T = 3.589, Jz = 0.5000
step,H,delta^2
100000,-8194.000000,0.322388
100020,-8141.000000,0.311279
100040,-8282.000000,0.324219
100060,-8110.000000,0.320679
100080,-8095.000000,0.318665
100100,-8161.000000,0.318787
100120,-8142.000000,0.312378
100140,-8066.000000,0.302856
100160,-8066.000000,0.301514
100180,-7739.000000,0.293091
100200,-7910.000000,0.303345
100220,-8056.000000,0.314880
100240,-8144.000000,0.311646
100260,-8120.000000,0.308533
100280,-8013.000000,0.299011
100300,-8283.000000,0.307373
100320,-8342.000000,0.316223
100340,-8223.000000,0.309937
100360,-8065.000000,0.317383
100380,-8365.000000,0.313721
100400,-8508.000000,0.323853
100420,-8374.000000,0.320007
100440,-8220.000000,0.305725
100460,-7964.000000,0.305725
100480,-7909.000000,0.298157
100500,-7714.000000,0.294922
100520,-7764.000000,0.294373
100540,-7901.000000,0.289062
100560,-7809.000000,0.297363
100580,-7809.000000,0.294800
100600,-7886.000000,0.296143
100620,-7913.000000,0.306580
100640,-7846.000000,0.302063
100660,-7754.000000,0.291931
100680,-7770.000000,0.294617
100700,-7912.000000,0.289429
100720,-7866.000000,0.294617
100740,-8169.000000,0.303772
100760,-8212.000000,0.304382
100780,-8168.000000,0.297791
100800,-8192.000000,0.305908
100820,-8084.000000,0.307922
100840,-7961.000000,0.299133
100860,-7838.000000,0.299866
100880,-7882.000000,0.299622
100900,-8016.000000,0.304626
100920,-7815.000000,0.300171
100940,-8019.000000,0.291565
100960,-7831.000000,0.295532
100980,-8066.000000,0.302979
101000,-7862.000000,0.301758
101020,-7961.000000,0.301086
101040,-8157.000000,0.312439
101060,-8057.000000,0.305908
101080,-7967.000000,0.305115
101100,-8032.000000,0.295532
101120,-8051.000000,0.295349
101140,-7924.000000,0.303528
101160,-8103.000000,0.295776
101180,-7979.000000,0.298096
101200,-8117.000000,0.301208
101220,-7799.000000,0.302734
101240,-7965.000000,0.305664
101260,-7653.000000,0.289001
101280,-7720.000000,0.292664
101300,-8019.000000,0.301758
101320,-7972.000000,0.305542
101340,-7871.000000,0.309692
101360,-7913.000000,0.300293
101380,-7895.000000,0.302612
101400,-7934.000000,0.298645
101420,-8012.000000,0.297974
101440,-7962.000000,0.298645
101460,-8024.000000,0.300659
101480,-8025.000000,0.303101
101500,-7841.000000,0.290283
101520,-7707.000000,0.290710
101540,-7955.000000,0.305359
101560,-7927.000000,0.303650
101580,-8026.000000,0.307068
101600,-7898.000000,0.304565
101620,-7863.000000,0.300171
101640,-7922.000000,0.309448
101660,-7897.000000,0.300781
101680,-7945.000000,0.312134
101700,-8250.000000,0.317200
101720,-7787.000000,0.302002
101740,-7786.000000,0.311646
101760,-8121.000000,0.327393
101780,-8022.000000,0.318787
101800,-8016.000000,0.319641
101820,-8056.000000,0.319824
101840,-8045.000000,0.320190
101860,-7894.000000,0.305298
101880,-8016.000000,0.315735
101900,-7886.000000,0.307800
101920,-8042.000000,0.319702
101940,-8174.000000,0.324097
101960,-8224.000000,0.314575
101980,-7988.000000,0.298462
