# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 1.898, Jz = 1.0000
step,H,delta^2
100000,-21600.800000,0.922363
100020,-21589.600000,0.921106
100040,-21610.800000,0.921313
100060,-21614.000000,0.922375
100080,-21624.800000,0.922925
100100,-21606.400000,0.922510
100120,-21613.600000,0.923523
100140,-21633.600000,0.923926
100160,-21613.200000,0.923218
100180,-21603.600000,0.922156
100200,-21620.800000,0.922607
100220,-21617.200000,0.922485
100240,-21625.600000,0.923657
100260,-21635.200000,0.923779
100280,-21636.400000,0.924280
100300,-21630.000000,0.923486
100320,-21621.200000,0.922876
100340,-21622.400000,0.923621
100360,-21634.000000,0.923438
100380,-21638.000000,0.924414
100400,-21654.400000,0.924133
100420,-21653.200000,0.924121
100440,-21631.200000,0.923816
100460,-21674.400000,0.925623
100480,-21658.400000,0.925146
100500,-21640.000000,0.924011
100520,-21625.200000,0.923779
100540,-21614.400000,0.923792
100560,-21634.000000,0.924976
100580,-21649.600000,0.925220
100600,-21655.600000,0.924768
100620,-21638.400000,0.924573
100640,-21612.800000,0.923901
100660,-21635.200000,0.924719
100680,-21604.000000,0.923218
100700,-21622.400000,0.925024
100720,-21602.000000,0.923340
100740,-21594.800000,0.922192
100760,-21622.400000,0.924060
100780,-21636.400000,0.924731
100800,-21650.000000,0.925842
100820,-21654.800000,0.924890
100840,-21687.600000,0.926550
100860,-21690.800000,0.926514
100880,-21655.600000,0.924536
100900,-21653.600000,0.925305
100920,-21645.200000,0.925134
100940,-21640.800000,0.924866
100960,-21644.400000,0.925586
100980,-21636.400000,0.925146
101000,-21676.000000,0.925903
101020,-21655.200000,0.925500
101040,-21636.000000,0.925122
101060,-21662.400000,0.925916
101080,-21656.000000,0.925940
101100,-21675.200000,0.925793
101120,-21655.200000,0.926086
101140,-21640.800000,0.925085
101160,-21624.000000,0.923999
101180,-21635.200000,0.924817
101200,-21651.600000,0.925586
101220,-21651.200000,0.926147
101240,-21650.000000,0.926294
101260,-21668.000000,0.927380
101280,-21652.400000,0.926709
101300,-21656.000000,0.927393
101320,-21640.000000,0.925806
101340,-21642.000000,0.925916
101360,-21631.600000,0.924915
101380,-21634.800000,0.925024
101400,-21657.200000,0.926233
101420,-21660.800000,0.926465
101440,-21676.400000,0.926770
101460,-21643.600000,0.925098
101480,-21649.200000,0.925549
101500,-21646.800000,0.924768
101520,-21652.000000,0.924524
101540,-21655.600000,0.925110
101560,-21657.600000,0.925049
101580,-21648.000000,0.924536
101600,-21661.600000,0.924902
101620,-21662.400000,0.924597
101640,-21666.800000,0.924353
101660,-21667.600000,0.924805
101680,-21654.000000,0.923401
101700,-21636.800000,0.923071
101720,-21652.800000,0.923840
101740,-21638.000000,0.923206
101760,-21643.600000,0.923462
101780,-21656.000000,0.924658
101800,-21641.200000,0.924084
101820,-21656.400000,0.925085
101840,-21648.800000,0.924719
101860,-21654.000000,0.924658
101880,-21680.400000,0.925903
101900,-21662.000000,0.925171
101920,-21694.400000,0.927136
101940,-21675.600000,0.925806
101960,-21674.400000,0.925806
101980,-21678.800000,0.925220
102000,-21651.200000,0.924036
102020,-21672.000000,0.925696
102040,-21661.200000,0.925024
102060,-21666.400000,0.925562
102080,-21671.600000,0.925891
102100,-21666.000000,0.925830
102120,-21642.000000,0.925354
102140,-21650.000000,0.924866
102160,-21635.200000,0.924219
102180,-21656.800000,0.925098
102200,-21663.600000,0.926160
102220,-21656.800000,0.926208
102240,-21644.400000,0.925781
102260,-21642.000000,0.925964
102280,-21644.000000,0.926160
102300,-21638.800000,0.925134
102320,-21602.800000,0.923535
102340,-21631.600000,0.925073
102360,-21642.000000,0.925916
102380,-21637.200000,0.925317
102400,-21650.000000,0.925610
102420,-21639.600000,0.924622
102440,-21644.800000,0.925061
102460,-21670.400000,0.927393
102480,-21670.800000,0.927429
102500,-21652.800000,0.926587
102520,-21656.400000,0.927124
102540,-21690.800000,0.928540
102560,-21646.800000,0.927002
102580,-21662.800000,0.927954
102600,-21640.400000,0.926208
102620,-21672.000000,0.926953
102640,-21679.600000,0.927563
102660,-21694.800000,0.928186
102680,-21679.200000,0.926782
102700,-21684.400000,0.926001
102720,-21682.800000,0.926599
102740,-21686.800000,0.927185
102760,-21711.600000,0.927686
102780,-21686.800000,0.926965
102800,-21686.000000,0.927612
102820,-21691.200000,0.928186
102840,-21665.600000,0.926953
102860,-21688.400000,0.928027
102880,-21698.800000,0.928601
102900,-21687.600000,0.928040
102920,-21682.800000,0.927344
102940,-21668.000000,0.926868
102960,-21686.000000,0.926331
102980,-21684.400000,0.926758
103000,-21670.800000,0.926917
103020,-21678.400000,0.926233
103040,-21670.800000,0.925244
103060,-21659.600000,0.925366
103080,-21691.600000,0.926355
103100,-21676.000000,0.925708
103120,-21679.200000,0.925952
103140,-21698.800000,0.927466
103160,-21680.800000,0.926208
103180,-21684.400000,0.926428
103200,-21697.600000,0.927344
103220,-21708.400000,0.929614
103240,-21706.400000,0.928625
103260,-21694.800000,0.927368
103280,-21690.000000,0.927344
103300,-21694.400000,0.927393
103320,-21706.400000,0.927356
103340,-21694.400000,0.927795
103360,-21674.800000,0.926355
103380,-21704.000000,0.927563
103400,-21666.800000,0.925879
103420,-21678.400000,0.926196
103440,-21676.000000,0.926465
103460,-21690.400000,0.926733
103480,-21695.200000,0.928186
103500,-21689.600000,0.927136
103520,-21687.600000,0.927539
103540,-21691.600000,0.928125
103560,-21692.400000,0.928174
103580,-21710.000000,0.928406
103600,-21708.800000,0.928052
103620,-21719.600000,0.928235
103640,-21718.400000,0.928271
103660,-21704.400000,0.928088
103680,-21706.400000,0.927600
103700,-21722.800000,0.927759
103720,-21691.600000,0.925757
103740,-21680.800000,0.925452
103760,-21680.400000,0.926379
103780,-21690.400000,0.926636
103800,-21698.000000,0.926953
103820,-21666.400000,0.925549
103840,-21693.600000,0.926184
103860,-21692.400000,0.925769
103880,-21677.200000,0.925305
103900,-21694.800000,0.925916
103920,-21677.600000,0.925256
103940,-21679.600000,0.925525
103960,-21657.600000,0.924475
103980,-21676.400000,0.925769
104000,-21660.800000,0.925671
104020,-21674.400000,0.924744
104040,-21666.800000,0.924597
104060,-21663.600000,0.924927
104080,-21674.000000,0.925244
104100,-21653.600000,0.924146
104120,-21662.000000,0.925513
104140,-21636.000000,0.924133
104160,-21681.200000,0.925391
104180,-21661.200000,0.925024
104200,-21674.000000,0.926038
104220,-21691.600000,0.927441
104240,-21686.800000,0.927173
104260,-21696.400000,0.927246
104280,-21715.600000,0.927429
104300,-21686.000000,0.926025
104320,-21681.600000,0.925439
104340,-21677.600000,0.925830
104360,-21671.200000,0.925977
104380,-21674.400000,0.925916
104400,-21673.600000,0.926709
104420,-21682.000000,0.926013
104440,-21708.800000,0.927063
104460,-21717.200000,0.927319
104480,-21683.600000,0.926099
104500,-21696.000000,0.926624
104520,-21677.200000,0.925977
104540,-21672.000000,0.925452
104560,-21667.600000,0.925989
104580,-21686.800000,0.926526
104600,-21695.600000,0.927124
104620,-21678.800000,0.927405
104640,-21688.400000,0.928088
104660,-21691.600000,0.927368
104680,-21686.800000,0.927502
104700,-21667.600000,0.926099
104720,-21671.200000,0.926929
104740,-21669.200000,0.926892
104760,-21655.600000,0.925989
104780,-21682.000000,0.927197
104800,-21716.400000,0.928589
104820,-21687.200000,0.927283
104840,-21681.600000,0.926843
104860,-21683.600000,0.927808
104880,-21707.600000,0.928540
104900,-21710.400000,0.928943
104920,-21708.800000,0.929236
104940,-21707.200000,0.928040
104960,-21686.000000,0.927649
104980,-21690.000000,0.928003
105000,-21667.600000,0.926721
105020,-21676.800000,0.926501
105040,-21685.200000,0.926428
105060,-21678.000000,0.925928
105080,-21702.800000,0.927124
105100,-21678.000000,0.925757
105120,-21675.600000,0.925684
105140,-21668.400000,0.925317
105160,-21669.600000,0.924976
105180,-21681.600000,0.925928
105200,-21662.400000,0.925012
105220,-21663.200000,0.925305
105240,-21657.600000,0.924939
105260,-21650.800000,0.924915
105280,-21672.000000,0.925305
105300,-21671.200000,0.925671
105320,-21651.200000,0.924744
105340,-21656.800000,0.923962
105360,-21676.400000,0.925452
105380,-21674.000000,0.924841
105400,-21662.800000,0.924695
105420,-21678.400000,0.926074
105440,-21666.000000,0.925952
105460,-21676.400000,0.926147
105480,-21691.600000,0.926819
105500,-21658.400000,0.924731
105520,-21653.600000,0.924719
105540,-21672.400000,0.926013
105560,-21676.400000,0.926367
105580,-21702.800000,0.927612
105600,-21706.000000,0.926550
105620,-21688.400000,0.926221
105640,-21678.000000,0.925439
105660,-21688.000000,0.926355
105680,-21682.800000,0.926514
105700,-21686.000000,0.926611
105720,-21683.600000,0.925952
105740,-21694.800000,0.927124
105760,-21694.400000,0.927307
105780,-21688.400000,0.927002
105800,-21690.000000,0.926904
105820,-21672.800000,0.926782
105840,-21692.000000,0.926868
105860,-21690.000000,0.926416
105880,-21715.200000,0.926953
105900,-21695.600000,0.926550
105920,-21682.400000,0.926953
105940,-21664.000000,0.925989
105960,-21679.600000,0.926843
105980,-21678.400000,0.926379
106000,-21692.400000,0.927441
106020,-21715.600000,0.928503
106040,-21710.000000,0.928052
106060,-21698.000000,0.928125
106080,-21702.000000,0.928088
106100,-21683.200000,0.926978
106120,-21682.000000,0.926721
106140,-21690.400000,0.927283
106160,-21703.200000,0.927698
106180,-21664.000000,0.925903
106200,-21668.000000,0.926111
106220,-21675.600000,0.926074
106240,-21688.000000,0.926770
106260,-21700.800000,0.927234
106280,-21694.000000,0.927405
106300,-21697.200000,0.927393
106320,-21696.800000,0.927234
106340,-21728.400000,0.928613
106360,-21723.600000,0.928223
106380,-21757.200000,0.929407
106400,-21731.200000,0.928552
106420,-21729.200000,0.928418
106440,-21726.400000,0.927722
106460,-21722.000000,0.927942
106480,-21714.000000,0.927222
106500,-21718.000000,0.927417
106520,-21731.600000,0.927759
106540,-21712.000000,0.926196
106560,-21723.600000,0.927026
106580,-21732.800000,0.927112
106600,-21701.600000,0.926050
106620,-21709.200000,0.925745
106640,-21718.400000,0.925903
106660,-21688.800000,0.925073
106680,-21690.800000,0.925146
106700,-21685.200000,0.924255
106720,-21689.200000,0.923840
106740,-21708.000000,0.925220
106760,-21691.600000,0.924902
106780,-21686.800000,0.924316
106800,-21683.600000,0.923669
106820,-21673.600000,0.923523
106840,-21662.000000,0.922571
106860,-21678.400000,0.923633
106880,-21704.800000,0.925195
106900,-21690.000000,0.924683
106920,-21708.800000,0.924805
106940,-21685.200000,0.923364
106960,-21686.000000,0.924292
106980,-21700.000000,0.924768
107000,-21680.400000,0.925598
107020,-21675.200000,0.925098
107040,-21683.200000,0.925916
107060,-21705.600000,0.926160
107080,-21690.800000,0.926233
107100,-21710.400000,0.926428
107120,-21727.600000,0.927258
107140,-21714.400000,0.926978
107160,-21737.200000,0.926404
107180,-21709.600000,0.925037
107200,-21705.200000,0.925647
107220,-21707.600000,0.926416
107240,-21712.800000,0.927222
107260,-21709.600000,0.925842
107280,-21716.400000,0.927002
107300,-21705.600000,0.926660
107320,-21711.600000,0.926526
107340,-21736.000000,0.927271
107360,-21725.600000,0.926611
107380,-21718.800000,0.926196
107400,-21714.000000,0.925964
107420,-21700.000000,0.925574
107440,-21722.800000,0.926624
107460,-21700.800000,0.926367
107480,-21719.600000,0.926965
107500,-21696.000000,0.926746
107520,-21722.400000,0.927954
107540,-21726.800000,0.928149
107560,-21742.800000,0.928320
107580,-21729.600000,0.927954
107600,-21727.600000,0.927673
107620,-21746.800000,0.928528
107640,-21751.600000,0.928589
107660,-21733.600000,0.928394
107680,-21730.800000,0.928125
107700,-21750.400000,0.928809
107720,-21741.200000,0.928174
107740,-21732.400000,0.927295
107760,-21739.200000,0.928040
107780,-21734.000000,0.926855
107800,-21707.200000,0.925867
107820,-21701.600000,0.926428
107840,-21727.200000,0.927747
107860,-21720.800000,0.927625
107880,-21728.800000,0.927686
107900,-21710.800000,0.927100
107920,-21704.000000,0.927795
107940,-21707.200000,0.927539
107960,-21700.400000,0.927661
107980,-21698.800000,0.927026
108000,-21706.800000,0.927136
108020,-21712.800000,0.927258
108040,-21707.200000,0.927258
108060,-21703.200000,0.926428
108080,-21701.600000,0.927429
108100,-21718.000000,0.927490
108120,-21720.000000,0.927612
108140,-21712.000000,0.927905
108160,-21698.000000,0.926172
108180,-21696.400000,0.925891
108200,-21698.800000,0.925769
108220,-21732.000000,0.927161
108240,-21732.400000,0.927380
108260,-21726.400000,0.927197
108280,-21710.400000,0.926221
108300,-21720.800000,0.927063
108320,-21716.000000,0.926660
108340,-21723.200000,0.927307
108360,-21730.800000,0.927551
108380,-21724.000000,0.927002
108400,-21716.800000,0.926111
108420,-21704.400000,0.925696
108440,-21702.800000,0.926013
108460,-21700.000000,0.925647
108480,-21701.200000,0.925891
108500,-21713.600000,0.925964
108520,-21712.000000,0.924622
108540,-21738.000000,0.926135
108560,-21711.200000,0.924866
108580,-21736.800000,0.926379
108600,-21735.200000,0.926917
108620,-21737.200000,0.926733
108640,-21718.400000,0.925195
108660,-21728.800000,0.926147
108680,-21740.800000,0.926233
108700,-21733.200000,0.926331
108720,-21746.000000,0.927124
108740,-21716.400000,0.925989
108760,-21712.400000,0.925110
108780,-21702.000000,0.925195
108800,-21722.800000,0.926086
108820,-21754.800000,0.927368
108840,-21733.200000,0.925854
108860,-21742.000000,0.926636
108880,-21747.600000,0.926831
108900,-21729.200000,0.926562
108920,-21745.200000,0.926880
108940,-21738.400000,0.926868
108960,-21738.800000,0.927087
108980,-21738.400000,0.927417
109000,-21722.800000,0.926587
109020,-21729.200000,0.926880
109040,-21736.000000,0.927612
109060,-21719.200000,0.926331
109080,-21720.800000,0.926953
109100,-21723.200000,0.926782
109120,-21720.800000,0.926550
109140,-21740.000000,0.927698
109160,-21743.600000,0.926770
109180,-21738.400000,0.927246
109200,-21747.200000,0.928040
109220,-21744.800000,0.927734
109240,-21730.000000,0.927002
109260,-21734.000000,0.926306
109280,-21734.800000,0.927063
109300,-21726.800000,0.926892
109320,-21734.400000,0.927295
109340,-21754.400000,0.927808
109360,-21735.200000,0.927222
109380,-21730.800000,0.927905
109400,-21731.200000,0.927039
109420,-21724.000000,0.927136
109440,-21728.000000,0.926843
109460,-21726.800000,0.927014
109480,-21734.000000,0.927002
109500,-21712.400000,0.926819
109520,-21729.200000,0.927100
109540,-21705.200000,0.925159
109560,-21715.600000,0.926917
109580,-21713.200000,0.927112
109600,-21730.400000,0.927161
109620,-21726.000000,0.928284
109640,-21742.000000,0.928918
109660,-21743.600000,0.929089
109680,-21747.200000,0.928674
109700,-21734.000000,0.928137
109720,-21730.000000,0.927783
109740,-21732.400000,0.927954
109760,-21726.800000,0.926892
109780,-21724.000000,0.927576
109800,-21725.600000,0.927356
109820,-21731.200000,0.927771
109840,-21719.200000,0.926721
109860,-21739.600000,0.926990
109880,-21722.400000,0.926855
109900,-21736.000000,0.927136
109920,-21734.800000,0.926819
109940,-21730.000000,0.927039
109960,-21733.600000,0.927222
109980,-21720.000000,0.926453
110000,-21728.400000,0.927612
110020,-21724.800000,0.927808
110040,-21743.600000,0.928613
110060,-21750.000000,0.927698
