# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 3.122, Jz = 1.0000
step,H,delta^2
100000,-19238.400000,0.795178
100020,-19231.600000,0.793628
100040,-19222.000000,0.793799
100060,-19189.600000,0.795728
100080,-19232.800000,0.796960
100100,-19225.200000,0.796411
100120,-19201.200000,0.796936
100140,-19227.200000,0.798621
100160,-19285.600000,0.799463
100180,-19330.400000,0.799915
100200,-19202.400000,0.796045
100220,-19210.400000,0.795398
100240,-19208.000000,0.793848
100260,-19238.800000,0.796582
100280,-19220.400000,0.795703
100300,-19214.000000,0.796179
100320,-19244.000000,0.797192
100340,-19290.800000,0.799951
100360,-19373.200000,0.803223
100380,-19278.400000,0.799109
100400,-19292.400000,0.799353
100420,-19234.400000,0.797571
100440,-19308.800000,0.800696
100460,-19348.400000,0.802417
100480,-19352.000000,0.800500
100500,-19311.600000,0.799634
100520,-19218.800000,0.795569
100540,-19291.200000,0.796643
100560,-19285.200000,0.796338
100580,-19342.000000,0.799634
100600,-19258.800000,0.795740
100620,-19210.800000,0.795715
100640,-19256.000000,0.797546
100660,-19348.000000,0.800391
100680,-19337.600000,0.799609
100700,-19402.400000,0.801746
100720,-19349.600000,0.798267
100740,-19333.600000,0.800208
100760,-19318.400000,0.799170
100780,-19352.000000,0.799988
100800,-19360.400000,0.800281
100820,-19339.200000,0.799475
100840,-19254.000000,0.796802
100860,-19341.200000,0.800439
100880,-19303.200000,0.798376
100900,-19240.400000,0.797351
100920,-19280.000000,0.796265
100940,-19196.400000,0.794873
100960,-19226.000000,0.794385
100980,-19186.800000,0.792493
101000,-19242.000000,0.794385
101020,-19298.000000,0.797144
101040,-19282.800000,0.797998
101060,-19227.600000,0.795764
101080,-19262.800000,0.796985
101100,-19237.200000,0.798096
101120,-19276.400000,0.800354
101140,-19218.800000,0.796973
101160,-19249.600000,0.799817
101180,-19254.000000,0.797620
101200,-19274.800000,0.798425
101220,-19289.200000,0.798975
101240,-19259.600000,0.799646
101260,-19368.800000,0.801477
101280,-19309.600000,0.800281
101300,-19290.800000,0.799268
101320,-19256.400000,0.797009
101340,-19287.200000,0.797595
101360,-19264.800000,0.798413
101380,-19329.600000,0.802917
101400,-19304.800000,0.798840
101420,-19274.800000,0.799097
101440,-19214.000000,0.796289
101460,-19222.400000,0.794629
101480,-19195.200000,0.794641
101500,-19180.400000,0.794580
101520,-19151.200000,0.792957
101540,-19230.000000,0.795935
101560,-19309.200000,0.799500
101580,-19250.000000,0.798926
101600,-19270.400000,0.799109
101620,-19256.800000,0.799841
101640,-19360.000000,0.802234
101660,-19258.400000,0.797839
101680,-19285.600000,0.797363
101700,-19258.400000,0.797546
101720,-19348.800000,0.801172
101740,-19294.800000,0.799780
101760,-19287.200000,0.798279
101780,-19236.800000,0.798535
101800,-19220.800000,0.795850
101820,-19213.200000,0.795032
101840,-19170.000000,0.792871
101860,-19232.800000,0.794897
101880,-19172.400000,0.793298
101900,-19153.600000,0.791052
101920,-19149.200000,0.791333
101940,-19147.600000,0.793066
101960,-19211.600000,0.796204
101980,-19198.000000,0.797034
102000,-19252.000000,0.798633
102020,-19224.400000,0.796570
102040,-19252.800000,0.798181
102060,-19262.800000,0.797510
102080,-19296.000000,0.800049
102100,-19255.600000,0.796899
102120,-19272.000000,0.799744
102140,-19357.200000,0.802844
102160,-19266.800000,0.799475
102180,-19279.600000,0.799182
102200,-19318.400000,0.802185
102220,-19308.000000,0.800183
102240,-19287.600000,0.798792
102260,-19323.200000,0.801758
102280,-19328.800000,0.802234
102300,-19326.800000,0.800659
102320,-19306.400000,0.800952
102340,-19308.800000,0.800952
102360,-19311.600000,0.801392
102380,-19282.400000,0.799756
102400,-19208.800000,0.796777
102420,-19221.600000,0.796362
102440,-19263.600000,0.798645
102460,-19290.800000,0.799316
102480,-19291.200000,0.799829
102500,-19243.200000,0.795642
102520,-19210.000000,0.794482
102540,-19240.000000,0.797095
102560,-19199.600000,0.796460
102580,-19210.800000,0.795801
102600,-19201.600000,0.793933
102620,-19222.800000,0.796204
102640,-19193.200000,0.795251
102660,-19200.800000,0.795105
102680,-19224.000000,0.795532
102700,-19264.400000,0.796826
102720,-19338.400000,0.800635
102740,-19328.400000,0.800122
102760,-19268.800000,0.798132
102780,-19263.600000,0.798596
102800,-19264.800000,0.799280
102820,-19276.400000,0.798657
102840,-19276.000000,0.798096
102860,-19277.600000,0.796448
102880,-19290.000000,0.797852
102900,-19198.800000,0.796692
102920,-19286.000000,0.800818
102940,-19288.800000,0.798560
102960,-19311.200000,0.799915
102980,-19318.400000,0.799365
103000,-19322.000000,0.799622
103020,-19269.200000,0.799304
103040,-19262.000000,0.796655
103060,-19250.000000,0.798218
103080,-19162.000000,0.793420
103100,-19099.200000,0.790051
103120,-19121.200000,0.790845
103140,-19187.600000,0.792688
103160,-19185.600000,0.794849
103180,-19200.400000,0.797388
