# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 4.755, Jz = 1.0000
step,H,delta^2
100000,-6848.400000,0.238892
100020,-6861.600000,0.240295
100040,-6822.400000,0.244019
100060,-6983.200000,0.247302
100080,-6894.800000,0.246741
100100,-6851.200000,0.246228
100120,-6894.000000,0.247876
100140,-6926.000000,0.243042
100160,-6912.000000,0.242432
100180,-6878.800000,0.244751
100200,-6986.400000,0.244934
100220,-6904.000000,0.244385
100240,-6871.200000,0.245264
100260,-7021.200000,0.247253
100280,-6972.400000,0.245154
100300,-7024.800000,0.248633
100320,-6985.200000,0.248083
100340,-6872.000000,0.243591
100360,-6873.200000,0.247949
100380,-6791.600000,0.238977
100400,-6855.200000,0.242175
100420,-6697.200000,0.240417
100440,-6820.800000,0.241565
100460,-7019.200000,0.250281
100480,-6884.400000,0.251294
100500,-6930.000000,0.246069
100520,-6910.400000,0.248608
100540,-6940.400000,0.246619
100560,-6978.400000,0.247583
100580,-6994.400000,0.247253
100600,-6990.800000,0.250049
100620,-6903.200000,0.248730
100640,-6823.200000,0.247632
100660,-6992.000000,0.244324
100680,-6870.800000,0.250000
100700,-6818.000000,0.244128
100720,-6938.800000,0.246594
100740,-6979.200000,0.244617
100760,-6966.800000,0.251514
100780,-7040.000000,0.251331
100800,-6884.000000,0.242371
100820,-6898.800000,0.245764
100840,-6920.800000,0.245825
100860,-6934.000000,0.246667
100880,-6813.600000,0.237073
100900,-6786.400000,0.236536
100920,-6980.800000,0.244104
100940,-6805.200000,0.242224
100960,-6804.000000,0.239795
100980,-6838.400000,0.248145
101000,-6916.000000,0.244775
101020,-6900.400000,0.244666
101040,-6918.800000,0.249109
101060,-6899.600000,0.248572
101080,-6901.200000,0.245178
101100,-6896.400000,0.243640
101120,-6814.800000,0.245813
101140,-6794.800000,0.243384
101160,-6934.800000,0.251636
101180,-6924.800000,0.247461
101200,-7035.200000,0.249011
101220,-6974.000000,0.249817
101240,-7042.000000,0.250549
101260,-6964.400000,0.247595
101280,-6982.800000,0.248718
101300,-6827.200000,0.248682
101320,-6918.000000,0.245618
101340,-6985.600000,0.248560
101360,-6850.400000,0.245862
101380,-6986.000000,0.249927
101400,-6870.000000,0.245618
101420,-6930.000000,0.247095
101440,-6986.800000,0.249121
101460,-6961.200000,0.247852
101480,-6972.800000,0.251001
101500,-6950.000000,0.245178
101520,-6989.600000,0.249377
101540,-6928.800000,0.246863
101560,-6919.200000,0.246729
101580,-6816.800000,0.246924
101600,-6926.400000,0.246338
101620,-6888.400000,0.243701
101640,-6932.000000,0.243713
101660,-7051.600000,0.247021
101680,-6808.800000,0.246228
101700,-6900.400000,0.238074
101720,-6884.800000,0.244861
101740,-6949.600000,0.245325
101760,-6823.600000,0.239343
101780,-6924.000000,0.246912
101800,-6859.200000,0.244177
101820,-6770.800000,0.236035
101840,-6770.000000,0.235327
101860,-6858.800000,0.240991
101880,-6895.200000,0.243616
101900,-6905.600000,0.250159
101920,-6912.000000,0.246594
101940,-6958.800000,0.244653
101960,-7018.400000,0.247363
101980,-6931.600000,0.246631
102000,-6808.800000,0.246448
102020,-6816.800000,0.248767
102040,-6933.600000,0.249023
102060,-7044.400000,0.249963
102080,-6823.200000,0.241992
102100,-6895.600000,0.246619
102120,-6892.800000,0.249377
102140,-6931.200000,0.244604
102160,-7026.000000,0.250000
102180,-7044.000000,0.250439
102200,-7124.000000,0.256555
102220,-6968.800000,0.248816
102240,-7018.800000,0.253601
102260,-6886.400000,0.249512
102280,-7056.400000,0.254004
102300,-6969.600000,0.253784
102320,-6860.000000,0.247705
102340,-6908.000000,0.245581
102360,-6979.600000,0.245520
102380,-6970.800000,0.245862
102400,-6954.400000,0.247046
