# Ensemble size: 10, Sample period: 20, Burn in steps: 1000000, Samples: 1000
# L = 32, Lz = 8, T = 1.490, Jz = 1.0000
step,H,delta^2
1000000,-21831.600000,0.938257
1000020,-21834.400000,0.938770
1000040,-21833.600000,0.938684
1000060,-21835.600000,0.938330
1000080,-21843.600000,0.938672
1000100,-21849.600000,0.939258
1000120,-21846.400000,0.938489
1000140,-21849.200000,0.939075
1000160,-21829.200000,0.938318
1000180,-21845.600000,0.938757
1000200,-21847.600000,0.938489
1000220,-21835.600000,0.937622
1000240,-21823.200000,0.937744
1000260,-21831.600000,0.938159
1000280,-21826.800000,0.938220
1000300,-21837.200000,0.938416
1000320,-21830.400000,0.937915
1000340,-21832.800000,0.938379
1000360,-21833.600000,0.938391
1000380,-21838.800000,0.938745
1000400,-21820.800000,0.938086
1000420,-21821.200000,0.937476
1000440,-21811.200000,0.936780
1000460,-21822.400000,0.937427
1000480,-21840.000000,0.938806
1000500,-21850.800000,0.939417
1000520,-21851.600000,0.939185
1000540,-21832.000000,0.938684
1000560,-21824.400000,0.938611
1000580,-21825.200000,0.938770
1000600,-21834.400000,0.939404
1000620,-21835.200000,0.939355
1000640,-21846.800000,0.940015
1000660,-21848.400000,0.939771
1000680,-21838.800000,0.938611
1000700,-21843.200000,0.938770
1000720,-21843.600000,0.938953
1000740,-21853.600000,0.939075
1000760,-21833.200000,0.938647
1000780,-21842.400000,0.938989
1000800,-21833.200000,0.938440
1000820,-21844.000000,0.938940
1000840,-21847.600000,0.939038
1000860,-21846.800000,0.939380
1000880,-21837.200000,0.938538
1000900,-21847.200000,0.939429
1000920,-21838.400000,0.939111
1000940,-21823.200000,0.938110
1000960,-21830.000000,0.938000
1000980,-21827.600000,0.937915
1001000,-21828.000000,0.937769
1001020,-21836.800000,0.937964
1001040,-21845.200000,0.938477
1001060,-21835.600000,0.938477
1001080,-21845.200000,0.938220
1001100,-21839.600000,0.938452
1001120,-21844.000000,0.938489
1001140,-21848.800000,0.938831
1001160,-21850.800000,0.938416
1001180,-21839.200000,0.938208
1001200,-21835.200000,0.938074
1001220,-21836.400000,0.938770
1001240,-21842.400000,0.938342
1001260,-21839.600000,0.938611
1001280,-21846.800000,0.938928
1001300,-21836.800000,0.938391
1001320,-21840.800000,0.938477
1001340,-21833.600000,0.938013
1001360,-21835.200000,0.937927
1001380,-21840.400000,0.938269
1001400,-21839.600000,0.937927
1001420,-21837.600000,0.938220
1001440,-21832.400000,0.938062
1001460,-21832.800000,0.937988
1001480,-21834.000000,0.937366
1001500,-21837.200000,0.937439
1001520,-21842.400000,0.937512
1001540,-21831.200000,0.937854
1001560,-21829.600000,0.937109
1001580,-21824.800000,0.937024
1001600,-21822.000000,0.937268
1001620,-21818.400000,0.937000
1001640,-21832.800000,0.937415
1001660,-21834.800000,0.937646
1001680,-21830.800000,0.937305
1001700,-21841.200000,0.937500
1001720,-21831.200000,0.936829
1001740,-21832.800000,0.937366
1001760,-21842.000000,0.937354
1001780,-21834.800000,0.936792
1001800,-21841.600000,0.937854
1001820,-21827.200000,0.937195
1001840,-21833.200000,0.936841
1001860,-21825.200000,0.936719
1001880,-21833.600000,0.937000
1001900,-21843.200000,0.937708
1001920,-21840.800000,0.937732
1001940,-21839.600000,0.938000
1001960,-21828.800000,0.937427
1001980,-21827.600000,0.937451
1002000,-21830.000000,0.937817
1002020,-21832.800000,0.937830
1002040,-21843.200000,0.938110
1002060,-21828.000000,0.937866
1002080,-21828.400000,0.937708
1002100,-21846.000000,0.938403
1002120,-21842.000000,0.937805
1002140,-21846.400000,0.938306
1002160,-21856.400000,0.938672
1002180,-21842.800000,0.938379
1002200,-21842.800000,0.937866
1002220,-21848.000000,0.938074
1002240,-21844.800000,0.938403
1002260,-21850.400000,0.938379
1002280,-21852.000000,0.938635
1002300,-21843.600000,0.938586
1002320,-21841.200000,0.938184
1002340,-21831.600000,0.938037
1002360,-21844.400000,0.938477
1002380,-21851.600000,0.939001
1002400,-21859.200000,0.938831
1002420,-21846.800000,0.938489
1002440,-21840.800000,0.938269
1002460,-21853.600000,0.939111
1002480,-21835.600000,0.937866
1002500,-21854.800000,0.939160
1002520,-21850.800000,0.938867
1002540,-21854.400000,0.939429
1002560,-21842.400000,0.938684
1002580,-21836.800000,0.938257
1002600,-21842.400000,0.938977
1002620,-21836.000000,0.938403
1002640,-21852.400000,0.939197
1002660,-21839.600000,0.938062
1002680,-21842.800000,0.938342
1002700,-21843.600000,0.938196
1002720,-21827.600000,0.937878
1002740,-21838.000000,0.938123
1002760,-21836.800000,0.938000
1002780,-21835.600000,0.938196
1002800,-21833.200000,0.938000
1002820,-21842.800000,0.938171
1002840,-21839.200000,0.937817
1002860,-21841.200000,0.938489
1002880,-21836.800000,0.938110
1002900,-21841.200000,0.938110
1002920,-21840.400000,0.937988
1002940,-21836.800000,0.937952
1002960,-21845.600000,0.938513
1002980,-21851.600000,0.938794
1003000,-21850.400000,0.938708
1003020,-21845.600000,0.939038
1003040,-21833.600000,0.938525
1003060,-21850.400000,0.939160
1003080,-21847.200000,0.938843
1003100,-21846.000000,0.938965
1003120,-21842.800000,0.938379
1003140,-21852.400000,0.938806
1003160,-21850.400000,0.938831
1003180,-21840.400000,0.938379
1003200,-21836.400000,0.938586
1003220,-21841.200000,0.938635
1003240,-21842.000000,0.938757
1003260,-21852.800000,0.939050
1003280,-21857.200000,0.939368
1003300,-21854.400000,0.939050
1003320,-21852.400000,0.938977
1003340,-21868.800000,0.939636
1003360,-21861.600000,0.940173
1003380,-21873.600000,0.940576
1003400,-21877.600000,0.940051
1003420,-21860.800000,0.939343
1003440,-21855.200000,0.938745
1003460,-21849.600000,0.938489
1003480,-21842.400000,0.938660
1003500,-21850.800000,0.938892
1003520,-21848.400000,0.939246
1003540,-21848.000000,0.939478
1003560,-21838.800000,0.938745
1003580,-21850.800000,0.939648
1003600,-21853.200000,0.939771
1003620,-21860.400000,0.940161
1003640,-21854.400000,0.939917
1003660,-21860.800000,0.940369
1003680,-21857.600000,0.940271
1003700,-21860.400000,0.940796
1003720,-21855.200000,0.940430
1003740,-21859.200000,0.940234
1003760,-21855.600000,0.940393
1003780,-21856.000000,0.940771
1003800,-21850.000000,0.940503
1003820,-21843.200000,0.940002
1003840,-21854.800000,0.939966
1003860,-21853.200000,0.940137
1003880,-21854.400000,0.939795
1003900,-21850.800000,0.939478
1003920,-21852.800000,0.939978
1003940,-21857.200000,0.940198
1003960,-21848.800000,0.939636
1003980,-21857.200000,0.939844
1004000,-21839.600000,0.939685
1004020,-21850.800000,0.939734
1004040,-21857.200000,0.939807
1004060,-21853.600000,0.939355
1004080,-21846.800000,0.939441
1004100,-21843.600000,0.938599
1004120,-21846.000000,0.939197
1004140,-21855.600000,0.939868
1004160,-21851.600000,0.939490
1004180,-21851.200000,0.939709
1004200,-21858.000000,0.939795
1004220,-21859.200000,0.940027
1004240,-21837.600000,0.939233
1004260,-21845.200000,0.939209
1004280,-21837.600000,0.938574
1004300,-21848.000000,0.939490
1004320,-21848.800000,0.939441
1004340,-21836.400000,0.939001
1004360,-21857.200000,0.939209
1004380,-21868.800000,0.940063
1004400,-21866.800000,0.939587
1004420,-21867.600000,0.939746
1004440,-21875.600000,0.939990
1004460,-21854.000000,0.939417
1004480,-21865.200000,0.939954
1004500,-21860.000000,0.939905
1004520,-21862.800000,0.939795
1004540,-21864.400000,0.939648
1004560,-21855.200000,0.939294
1004580,-21859.200000,0.939539
1004600,-21868.800000,0.940173
1004620,-21854.000000,0.939392
1004640,-21850.800000,0.939917
1004660,-21861.600000,0.939941
1004680,-21840.400000,0.939124
1004700,-21848.400000,0.939734
1004720,-21838.400000,0.939709
1004740,-21855.600000,0.940393
1004760,-21862.000000,0.941064
1004780,-21862.800000,0.941138
1004800,-21854.000000,0.940271
1004820,-21859.200000,0.940405
1004840,-21848.400000,0.939868
1004860,-21854.000000,0.939929
1004880,-21856.000000,0.939941
