# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 4.347, Jz = 1.0000
step,H,delta^2
100000,-9439.600000,0.354480
100020,-9438.800000,0.356995
100040,-9395.200000,0.356482
100060,-9435.600000,0.355261
100080,-9423.200000,0.355127
100100,-9494.800000,0.353760
100120,-9506.800000,0.358362
100140,-9565.600000,0.354602
100160,-9535.200000,0.355432
100180,-9483.200000,0.351807
100200,-9572.800000,0.355896
100220,-9524.400000,0.359082
100240,-9559.600000,0.356677
100260,-9584.800000,0.355762
100280,-9603.200000,0.362024
100300,-9595.200000,0.363245
100320,-9565.600000,0.358325
100340,-9582.800000,0.354480
100360,-9588.000000,0.359509
100380,-9450.400000,0.356787
100400,-9542.400000,0.362146
100420,-9588.400000,0.363074
100440,-9510.000000,0.362183
100460,-9693.600000,0.368799
100480,-9632.400000,0.359790
100500,-9561.200000,0.363086
100520,-9571.200000,0.361609
100540,-9646.000000,0.362000
100560,-9606.400000,0.356323
100580,-9522.400000,0.357568
100600,-9632.400000,0.360034
100620,-9645.600000,0.365027
100640,-9686.400000,0.364917
100660,-9748.000000,0.363782
100680,-9732.400000,0.366919
100700,-9802.800000,0.368298
100720,-9672.800000,0.366113
100740,-9789.600000,0.366711
100760,-9588.400000,0.363440
100780,-9660.000000,0.364038
100800,-9711.200000,0.368140
100820,-9690.800000,0.370508
100840,-9673.600000,0.367554
100860,-9668.800000,0.370557
100880,-9726.400000,0.367053
100900,-9810.800000,0.368213
100920,-9768.400000,0.367651
100940,-9804.000000,0.371057
100960,-9846.400000,0.374512
100980,-9708.400000,0.372864
101000,-9665.200000,0.365454
101020,-9776.800000,0.369714
101040,-9745.600000,0.375378
101060,-9794.800000,0.372632
101080,-9726.000000,0.371411
101100,-9754.000000,0.372949
101120,-9767.600000,0.368445
101140,-9758.400000,0.374231
101160,-9687.600000,0.368774
101180,-9758.400000,0.371643
101200,-9588.000000,0.366125
101220,-9716.400000,0.365088
101240,-9754.400000,0.366162
101260,-9707.600000,0.361707
101280,-9704.800000,0.367114
101300,-9767.600000,0.368213
101320,-9700.000000,0.367578
101340,-9744.400000,0.366589
101360,-9658.400000,0.365674
101380,-9644.800000,0.362305
101400,-9672.800000,0.361133
101420,-9721.600000,0.365417
101440,-9656.400000,0.362720
101460,-9562.800000,0.362524
101480,-9683.600000,0.366260
101500,-9718.000000,0.365149
101520,-9708.800000,0.368042
101540,-9822.000000,0.371216
101560,-9706.800000,0.368188
101580,-9702.000000,0.363525
101600,-9713.600000,0.365027
101620,-9606.400000,0.365027
101640,-9537.200000,0.360718
101660,-9603.600000,0.363745
101680,-9660.800000,0.367346
101700,-9696.000000,0.369312
101720,-9691.600000,0.368726
101740,-9786.000000,0.371887
101760,-9702.800000,0.367957
101780,-9705.600000,0.368604
101800,-9824.800000,0.368933
101820,-9616.400000,0.362097
101840,-9692.000000,0.368921
101860,-9569.200000,0.361584
101880,-9692.000000,0.370483
101900,-9842.400000,0.373547
101920,-9723.600000,0.365369
101940,-9732.800000,0.367151
101960,-9818.400000,0.372485
101980,-9752.800000,0.371948
102000,-9852.400000,0.371924
102020,-9867.200000,0.370813
102040,-9846.800000,0.372852
102060,-9952.800000,0.371399
102080,-9858.400000,0.375391
102100,-9884.000000,0.375757
102120,-9872.000000,0.373511
102140,-9986.800000,0.375696
102160,-9879.200000,0.374841
102180,-9853.200000,0.375488
102200,-9930.800000,0.375891
102220,-9780.800000,0.373511
102240,-9850.000000,0.371558
102260,-9947.600000,0.377014
102280,-9996.800000,0.374207
102300,-9849.600000,0.370959
102320,-9805.600000,0.369812
102340,-9870.400000,0.372620
102360,-9782.800000,0.369067
102380,-9874.400000,0.373291
102400,-9918.800000,0.374011
102420,-9856.400000,0.369299
102440,-9803.200000,0.370410
102460,-9796.400000,0.369263
102480,-9886.400000,0.372498
102500,-9937.200000,0.373242
102520,-9891.200000,0.371301
102540,-9863.600000,0.372913
102560,-9803.200000,0.374365
102580,-9799.200000,0.369470
102600,-9822.000000,0.366089
102620,-9779.600000,0.364368
102640,-9793.600000,0.369788
102660,-9703.200000,0.365515
102680,-9773.600000,0.368274
102700,-9724.800000,0.370337
102720,-9734.800000,0.370044
102740,-9760.000000,0.369897
102760,-9738.800000,0.369397
102780,-9688.800000,0.372156
102800,-9736.000000,0.366431
102820,-9669.200000,0.367151
102840,-9729.600000,0.368726
102860,-9659.600000,0.366589
102880,-9762.800000,0.366748
102900,-9690.800000,0.362939
102920,-9708.400000,0.364404
102940,-9682.800000,0.363928
102960,-9607.200000,0.367664
102980,-9661.200000,0.365942
103000,-9731.600000,0.368604
103020,-9792.800000,0.371460
103040,-9769.600000,0.369470
103060,-9769.600000,0.370728
103080,-9742.800000,0.370972
103100,-9736.000000,0.368396
103120,-9786.000000,0.372546
103140,-9822.800000,0.368628
103160,-9900.000000,0.375024
103180,-9850.800000,0.372400
103200,-9798.400000,0.376501
103220,-9825.600000,0.371790
103240,-9744.400000,0.369824
103260,-9875.200000,0.373816
103280,-9790.400000,0.375989
103300,-9827.600000,0.373755
103320,-9891.600000,0.374780
103340,-9782.000000,0.369995
103360,-9864.400000,0.370874
103380,-9890.400000,0.371753
103400,-9882.800000,0.376208
103420,-9706.000000,0.373950
103440,-9833.600000,0.373645
103460,-9759.600000,0.373096
103480,-9786.000000,0.375525
103500,-9822.400000,0.372131
103520,-9773.600000,0.372412
103540,-9852.400000,0.372400
103560,-9827.600000,0.371094
103580,-9920.400000,0.376392
103600,-9866.400000,0.371362
103620,-9864.400000,0.371484
103640,-9812.400000,0.370410
103660,-9830.800000,0.372559
103680,-9819.600000,0.369556
103700,-9820.400000,0.368494
103720,-9974.000000,0.375757
103740,-9830.400000,0.372937
103760,-9941.200000,0.374524
103780,-10044.000000,0.379724
103800,-10012.400000,0.376477
103820,-9918.800000,0.373828
103840,-9880.800000,0.378113
