# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 3.449, Jz = 1.0000
step,H,delta^2
100000,-17633.200000,0.728662
100020,-17672.800000,0.731860
100040,-17661.200000,0.729260
100060,-17619.200000,0.729858
100080,-17566.400000,0.725513
100100,-17683.200000,0.730151
100120,-17672.400000,0.731262
100140,-17712.800000,0.731763
100160,-17722.400000,0.731665
100180,-17721.200000,0.734509
100200,-17725.600000,0.732251
100220,-17649.200000,0.730066
100240,-17655.200000,0.729211
100260,-17646.400000,0.729114
100280,-17630.400000,0.730237
100300,-17678.800000,0.732080
100320,-17711.600000,0.731921
100340,-17632.800000,0.728259
100360,-17639.200000,0.729224
100380,-17718.000000,0.731140
100400,-17674.800000,0.730798
100420,-17618.400000,0.727893
100440,-17547.600000,0.723462
100460,-17588.000000,0.727185
100480,-17567.200000,0.724036
100500,-17566.800000,0.724463
100520,-17555.600000,0.726978
100540,-17497.600000,0.723132
100560,-17552.800000,0.724329
100580,-17547.600000,0.723462
100600,-17589.200000,0.726343
100620,-17590.800000,0.725684
100640,-17710.800000,0.729553
100660,-17640.800000,0.727478
100680,-17688.800000,0.728186
100700,-17756.000000,0.729724
100720,-17681.200000,0.729810
100740,-17727.200000,0.729736
100760,-17701.200000,0.730115
100780,-17792.800000,0.735095
100800,-17747.600000,0.733386
100820,-17820.400000,0.734521
100840,-17799.200000,0.735925
100860,-17771.200000,0.735706
100880,-17790.000000,0.735095
100900,-17724.400000,0.735156
100920,-17758.400000,0.735266
100940,-17732.000000,0.733215
100960,-17676.400000,0.730298
100980,-17686.000000,0.731628
101000,-17617.200000,0.727161
101020,-17708.000000,0.729907
101040,-17637.200000,0.729004
101060,-17642.800000,0.728296
101080,-17642.400000,0.727991
101100,-17549.600000,0.723889
101120,-17517.200000,0.723901
101140,-17627.600000,0.724597
101160,-17668.800000,0.727148
101180,-17669.600000,0.729565
101200,-17626.800000,0.729468
101220,-17588.000000,0.726660
101240,-17675.200000,0.728247
101260,-17665.200000,0.728845
101280,-17714.800000,0.730518
101300,-17708.800000,0.731787
101320,-17752.400000,0.734399
101340,-17655.200000,0.729504
101360,-17648.800000,0.728625
101380,-17694.400000,0.729993
101400,-17562.000000,0.725366
101420,-17548.000000,0.722961
101440,-17580.000000,0.724829
101460,-17597.200000,0.726929
101480,-17650.000000,0.727112
101500,-17649.600000,0.728430
101520,-17618.400000,0.730127
101540,-17676.000000,0.730249
101560,-17680.400000,0.729016
101580,-17631.200000,0.726562
101600,-17608.000000,0.724231
101620,-17698.400000,0.727686
101640,-17703.200000,0.726709
101660,-17718.000000,0.729663
101680,-17631.600000,0.727490
101700,-17647.200000,0.727417
101720,-17569.200000,0.725195
101740,-17572.400000,0.726208
101760,-17562.000000,0.725037
101780,-17631.200000,0.726880
101800,-17640.000000,0.727075
101820,-17667.200000,0.727026
101840,-17676.400000,0.729224
101860,-17627.600000,0.728552
101880,-17637.200000,0.726904
101900,-17670.000000,0.729639
101920,-17666.800000,0.727783
101940,-17624.000000,0.724597
101960,-17609.200000,0.724316
101980,-17577.200000,0.723828
102000,-17635.600000,0.725122
102020,-17649.200000,0.726733
102040,-17673.600000,0.728271
102060,-17782.800000,0.732019
102080,-17679.200000,0.726306
102100,-17661.200000,0.725769
102120,-17722.800000,0.729395
102140,-17797.600000,0.733191
102160,-17698.400000,0.730762
102180,-17721.600000,0.732434
102200,-17708.400000,0.730579
102220,-17641.200000,0.727917
102240,-17683.600000,0.728210
102260,-17684.000000,0.731055
102280,-17679.200000,0.730908
102300,-17588.000000,0.726648
102320,-17638.000000,0.727356
102340,-17697.200000,0.730750
102360,-17641.600000,0.727344
102380,-17700.800000,0.730615
102400,-17627.200000,0.727075
102420,-17637.200000,0.728357
102440,-17641.600000,0.728467
102460,-17569.200000,0.726758
102480,-17548.800000,0.725085
102500,-17507.200000,0.723010
102520,-17567.600000,0.725879
102540,-17608.800000,0.726843
102560,-17576.000000,0.724207
102580,-17556.800000,0.725659
102600,-17631.200000,0.728088
102620,-17614.000000,0.727502
102640,-17645.600000,0.727087
102660,-17704.800000,0.728870
102680,-17610.000000,0.725366
102700,-17546.000000,0.721790
102720,-17566.400000,0.722095
102740,-17642.000000,0.724182
102760,-17670.000000,0.729431
102780,-17646.000000,0.727661
102800,-17732.400000,0.730005
102820,-17685.600000,0.726440
102840,-17566.400000,0.721985
102860,-17554.800000,0.722522
102880,-17564.400000,0.723975
102900,-17636.800000,0.726660
102920,-17654.800000,0.725720
102940,-17568.800000,0.723645
102960,-17613.600000,0.723096
102980,-17616.400000,0.725281
103000,-17496.400000,0.721155
103020,-17505.600000,0.721338
103040,-17581.600000,0.725574
103060,-17589.600000,0.726160
103080,-17616.800000,0.728723
103100,-17620.800000,0.728223
103120,-17642.000000,0.727014
103140,-17544.800000,0.722546
103160,-17613.200000,0.724951
103180,-17595.200000,0.726807
103200,-17570.000000,0.725366
103220,-17571.200000,0.722888
103240,-17487.600000,0.719385
103260,-17530.000000,0.720215
103280,-17492.400000,0.719788
103300,-17473.200000,0.719971
103320,-17533.600000,0.721069
103340,-17528.400000,0.720618
103360,-17505.200000,0.719836
103380,-17522.000000,0.721497
103400,-17522.800000,0.721655
103420,-17500.400000,0.722009
103440,-17474.400000,0.721631
103460,-17542.000000,0.722034
103480,-17613.600000,0.724463
103500,-17596.000000,0.724133
103520,-17565.600000,0.724768
103540,-17494.000000,0.719910
103560,-17537.200000,0.723865
103580,-17680.400000,0.728784
103600,-17640.800000,0.726147
103620,-17610.400000,0.726074
103640,-17642.000000,0.728040
103660,-17691.600000,0.727502
103680,-17679.200000,0.729419
103700,-17643.600000,0.727307
103720,-17659.200000,0.730273
103740,-17666.000000,0.729858
103760,-17668.000000,0.729175
103780,-17664.400000,0.729602
103800,-17714.000000,0.730859
103820,-17622.000000,0.727014
103840,-17724.800000,0.730884
103860,-17791.200000,0.731665
103880,-17680.400000,0.729065
103900,-17651.600000,0.726099
103920,-17591.600000,0.724316
103940,-17629.200000,0.727600
103960,-17604.400000,0.725928
103980,-17506.800000,0.719727
104000,-17577.200000,0.722925
104020,-17624.800000,0.726160
104040,-17654.000000,0.727209
104060,-17622.800000,0.727979
104080,-17602.400000,0.725354
104100,-17617.600000,0.725745
104120,-17569.600000,0.723962
104140,-17651.200000,0.725989
104160,-17616.000000,0.727112
104180,-17605.200000,0.726282
104200,-17578.800000,0.723437
104220,-17608.400000,0.725171
104240,-17598.400000,0.725293
104260,-17690.000000,0.727710
104280,-17592.800000,0.725989
104300,-17601.600000,0.727197
104320,-17537.200000,0.724011
104340,-17614.000000,0.727246
104360,-17536.000000,0.724744
104380,-17528.000000,0.722827
104400,-17455.200000,0.720972
104420,-17520.800000,0.722571
104440,-17544.000000,0.720776
104460,-17580.000000,0.723669
104480,-17592.800000,0.723889
104500,-17550.400000,0.722559
104520,-17539.200000,0.720923
104540,-17543.600000,0.722913
104560,-17532.000000,0.722754
104580,-17623.600000,0.726880
104600,-17605.200000,0.725476
104620,-17674.000000,0.728589
104640,-17646.400000,0.727734
104660,-17704.400000,0.730908
104680,-17705.200000,0.729675
104700,-17644.800000,0.727234
104720,-17634.800000,0.729102
104740,-17671.200000,0.729407
104760,-17712.400000,0.729126
104780,-17681.600000,0.728577
104800,-17552.800000,0.723230
104820,-17591.600000,0.725586
104840,-17664.800000,0.731458
104860,-17676.800000,0.729907
104880,-17602.000000,0.729065
104900,-17715.200000,0.733203
104920,-17757.200000,0.736267
104940,-17807.200000,0.736829
104960,-17802.000000,0.738306
104980,-17662.800000,0.730408
105000,-17638.800000,0.729993
105020,-17625.600000,0.728992
105040,-17729.200000,0.732153
105060,-17647.600000,0.728723
105080,-17592.000000,0.727478
105100,-17648.800000,0.729858
105120,-17633.600000,0.727637
105140,-17602.000000,0.727039
105160,-17653.600000,0.728918
105180,-17652.800000,0.728931
105200,-17677.600000,0.729688
105220,-17713.200000,0.732520
105240,-17624.800000,0.729321
105260,-17670.000000,0.728943
105280,-17601.200000,0.726892
105300,-17716.400000,0.731165
105320,-17597.200000,0.725354
105340,-17599.600000,0.727551
105360,-17602.800000,0.728210
105380,-17615.200000,0.727271
105400,-17614.000000,0.727954
105420,-17563.600000,0.728210
105440,-17569.200000,0.725464
105460,-17512.800000,0.722595
105480,-17615.600000,0.724060
105500,-17579.600000,0.722510
105520,-17712.800000,0.729370
105540,-17618.400000,0.727405
105560,-17656.800000,0.728455
105580,-17645.600000,0.728198
105600,-17588.000000,0.725891
105620,-17569.200000,0.722986
105640,-17634.400000,0.726941
105660,-17506.400000,0.724890
105680,-17599.200000,0.725745
105700,-17542.000000,0.722192
