# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 4.510, Jz = 1.0000
step,H,delta^2
100000,-8080.800000,0.292688
100020,-8106.400000,0.294653
100040,-8104.800000,0.293958
100060,-8179.600000,0.293542
100080,-8208.800000,0.292017
100100,-8226.400000,0.290833
100120,-8143.200000,0.290955
100140,-8165.200000,0.293164
100160,-8112.800000,0.285913
100180,-8307.200000,0.295557
100200,-8152.400000,0.291235
100220,-8211.200000,0.294934
100240,-8075.200000,0.292053
100260,-8156.800000,0.292151
100280,-8123.200000,0.293152
100300,-8230.800000,0.294678
100320,-8201.200000,0.292444
100340,-8203.600000,0.295703
100360,-8325.200000,0.299609
100380,-8199.200000,0.296875
100400,-8056.800000,0.293506
100420,-8088.800000,0.293701
100440,-8022.000000,0.294922
100460,-8221.600000,0.298193
100480,-8202.800000,0.296887
100500,-8259.600000,0.297363
100520,-8245.600000,0.298376
100540,-8160.000000,0.295813
100560,-8171.600000,0.291931
100580,-8102.400000,0.294470
100600,-8266.400000,0.295996
100620,-8114.400000,0.294141
100640,-8208.800000,0.296106
100660,-8100.000000,0.294531
100680,-8152.800000,0.300769
100700,-8152.400000,0.294739
100720,-8087.600000,0.294678
100740,-8148.400000,0.291663
100760,-8127.600000,0.288831
100780,-8159.600000,0.289282
100800,-8021.200000,0.287012
100820,-8049.200000,0.289026
100840,-8054.000000,0.286475
100860,-8040.800000,0.286633
100880,-7918.400000,0.279297
100900,-7897.200000,0.280029
100920,-7958.800000,0.284509
100940,-8068.000000,0.292236
100960,-8078.800000,0.294556
100980,-7942.400000,0.286279
101000,-8050.000000,0.293054
101020,-7944.400000,0.292407
101040,-7997.600000,0.285339
101060,-7931.200000,0.286707
101080,-8094.400000,0.289856
101100,-8041.200000,0.293042
101120,-8083.600000,0.291943
101140,-8015.200000,0.290002
101160,-8027.600000,0.293420
101180,-7963.200000,0.292773
101200,-7970.400000,0.283936
101220,-7951.200000,0.289429
101240,-7907.200000,0.287915
101260,-7897.200000,0.284546
101280,-7964.000000,0.288647
101300,-7972.000000,0.290222
101320,-7905.600000,0.286194
101340,-7875.200000,0.285803
101360,-7884.000000,0.290210
101380,-8119.200000,0.293005
101400,-8012.800000,0.290381
101420,-8039.600000,0.292944
101440,-8066.400000,0.293982
101460,-8132.800000,0.290967
101480,-7980.400000,0.288770
101500,-8031.600000,0.290259
101520,-7983.200000,0.287378
101540,-8014.800000,0.292126
101560,-7920.000000,0.290308
101580,-8061.600000,0.294092
101600,-7932.800000,0.293469
101620,-7898.400000,0.284473
101640,-8068.000000,0.292249
101660,-7974.800000,0.290930
101680,-8010.800000,0.290100
101700,-7970.400000,0.288916
101720,-8128.400000,0.296875
101740,-8050.400000,0.293494
101760,-8025.600000,0.293054
101780,-8054.400000,0.295532
101800,-8040.800000,0.290369
101820,-8121.200000,0.293701
101840,-7956.800000,0.290039
101860,-7864.800000,0.280359
101880,-8074.400000,0.287793
101900,-8190.000000,0.290442
101920,-8104.400000,0.297083
101940,-7960.400000,0.289124
101960,-8008.400000,0.293127
101980,-8158.400000,0.294250
102000,-8090.800000,0.292542
102020,-7912.000000,0.284399
102040,-7941.600000,0.278992
102060,-7962.000000,0.281201
102080,-7766.400000,0.282751
102100,-7907.600000,0.289722
102120,-7835.200000,0.285718
102140,-7846.800000,0.283215
102160,-7880.400000,0.282056
102180,-7912.000000,0.283545
102200,-8001.200000,0.287744
102220,-7810.400000,0.285168
102240,-7925.200000,0.285522
102260,-7909.200000,0.280298
102280,-7938.400000,0.283752
102300,-7983.200000,0.280396
102320,-7877.600000,0.280652
102340,-7872.800000,0.281873
102360,-7942.800000,0.282495
102380,-8118.400000,0.292554
102400,-8118.400000,0.287195
102420,-8136.400000,0.292908
102440,-8112.400000,0.288818
102460,-8193.200000,0.292639
102480,-8228.800000,0.292175
102500,-8176.800000,0.292688
102520,-8204.800000,0.299158
102540,-8124.400000,0.292187
102560,-8080.800000,0.288794
102580,-8038.800000,0.290332
102600,-8136.800000,0.291260
102620,-8040.000000,0.288464
102640,-8112.400000,0.289661
102660,-8144.000000,0.295056
102680,-8220.400000,0.296545
102700,-8037.200000,0.290710
102720,-8040.400000,0.292102
102740,-8011.200000,0.286023
102760,-8064.000000,0.290527
102780,-8059.600000,0.286987
102800,-7984.000000,0.291272
102820,-8000.400000,0.285474
102840,-8016.000000,0.290564
102860,-8110.800000,0.287683
102880,-8130.000000,0.288965
102900,-8093.600000,0.295569
102920,-8077.200000,0.294092
102940,-8154.400000,0.292114
102960,-8146.800000,0.296631
102980,-8200.800000,0.294470
103000,-8161.600000,0.297131
103020,-8296.800000,0.300378
103040,-8119.200000,0.294531
103060,-8214.000000,0.299817
103080,-8181.200000,0.297473
103100,-8041.600000,0.293457
103120,-8107.200000,0.296216
103140,-8206.000000,0.299927
103160,-8306.000000,0.300513
103180,-8263.600000,0.298315
103200,-8234.400000,0.299915
103220,-8220.000000,0.301685
103240,-8200.400000,0.299060
103260,-8197.600000,0.297729
103280,-8188.400000,0.295093
