# Ensemble size: 2, Sample period: 20, Burn in steps: 100000, Samples: 100
# L = 32, Lz = 8, T = 4.000, Jz = 1.0000
step,H,delta^2
100000,-13402.000000,0.538391
100020,-13290.000000,0.530090
100040,-13440.000000,0.536865
100060,-13290.000000,0.533813
100080,-13210.000000,0.525330
100100,-13534.000000,0.543518
100120,-13688.000000,0.546814
100140,-13646.000000,0.547546
100160,-13538.000000,0.538818
100180,-13484.000000,0.539185
100200,-13654.000000,0.550171
100220,-13584.000000,0.549377
100240,-13528.000000,0.544861
100260,-13512.000000,0.539185
100280,-13456.000000,0.533386
100300,-13360.000000,0.532837
100320,-13416.000000,0.532959
100340,-13358.000000,0.540405
100360,-13558.000000,0.547363
100380,-13476.000000,0.541199
100400,-13674.000000,0.549072
100420,-13628.000000,0.551147
100440,-13636.000000,0.547485
100460,-13534.000000,0.545593
100480,-13814.000000,0.551147
100500,-13982.000000,0.565369
100520,-13844.000000,0.561218
100540,-13582.000000,0.550659
100560,-13666.000000,0.550781
100580,-13576.000000,0.548096
100600,-13626.000000,0.552673
100620,-13688.000000,0.553589
100640,-13614.000000,0.546814
100660,-13540.000000,0.542480
100680,-13380.000000,0.545288
100700,-13428.000000,0.540649
100720,-13466.000000,0.539429
100740,-13414.000000,0.545471
100760,-13164.000000,0.538025
100780,-13504.000000,0.545166
100800,-13424.000000,0.538940
100820,-13546.000000,0.543335
100840,-13718.000000,0.543396
100860,-13512.000000,0.545654
100880,-13402.000000,0.551086
100900,-13468.000000,0.541138
100920,-13520.000000,0.547791
100940,-13376.000000,0.543518
100960,-13520.000000,0.540710
100980,-13548.000000,0.541443
101000,-13648.000000,0.548767
101020,-13736.000000,0.552063
101040,-13676.000000,0.553467
101060,-13718.000000,0.549255
101080,-13850.000000,0.556213
101100,-14140.000000,0.566040
101120,-13818.000000,0.556641
101140,-13924.000000,0.559082
101160,-14006.000000,0.562744
101180,-13922.000000,0.562256
101200,-13930.000000,0.561462
101220,-13800.000000,0.557617
101240,-13794.000000,0.563354
101260,-13856.000000,0.556458
101280,-13942.000000,0.557068
101300,-13754.000000,0.561584
101320,-13650.000000,0.546326
101340,-13610.000000,0.544495
101360,-13662.000000,0.548157
101380,-13482.000000,0.540161
101400,-13546.000000,0.544983
101420,-13672.000000,0.547424
101440,-13606.000000,0.549744
101460,-13758.000000,0.555603
101480,-13828.000000,0.552979
101500,-13692.000000,0.554016
101520,-13584.000000,0.543823
101540,-13542.000000,0.549011
101560,-13444.000000,0.537598
101580,-13544.000000,0.546814
101600,-13752.000000,0.552917
101620,-13898.000000,0.555054
101640,-13808.000000,0.557739
101660,-13854.000000,0.554199
101680,-13846.000000,0.549072
101700,-13938.000000,0.551270
101720,-13840.000000,0.555298
101740,-13998.000000,0.557983
101760,-14026.000000,0.560852
101780,-13762.000000,0.556702
101800,-13808.000000,0.559998
101820,-13900.000000,0.558960
101840,-13952.000000,0.563660
101860,-13768.000000,0.554626
101880,-13708.000000,0.549622
101900,-13940.000000,0.558655
101920,-13954.000000,0.549561
101940,-14002.000000,0.562256
101960,-14010.000000,0.559631
101980,-14120.000000,0.563293
