# Ensemble size: 2, Sample period: 20, Burn in steps: 100000, Samples: 100
# L = 32, Lz = 8, T = 4.750, Jz = 1.0000
step,H,delta^2
100000,-7038.000000,0.244629
100020,-7128.000000,0.251953
100040,-6892.000000,0.246277
100060,-6948.000000,0.244812
100080,-6898.000000,0.244324
100100,-7094.000000,0.250916
100120,-7148.000000,0.255005
100140,-7032.000000,0.250427
100160,-6776.000000,0.239868
100180,-7022.000000,0.261230
100200,-7152.000000,0.262268
100220,-7184.000000,0.263916
100240,-7144.000000,0.262695
100260,-7334.000000,0.259949
100280,-7234.000000,0.264648
100300,-7350.000000,0.255310
100320,-7312.000000,0.261230
100340,-6968.000000,0.252197
100360,-6928.000000,0.249207
100380,-7202.000000,0.262756
100400,-7164.000000,0.256653
100420,-7114.000000,0.252808
100440,-7220.000000,0.264526
100460,-7322.000000,0.253906
100480,-7282.000000,0.268188
100500,-7114.000000,0.244751
100520,-7454.000000,0.256042
100540,-7292.000000,0.258606
100560,-7256.000000,0.257751
100580,-7356.000000,0.263245
100600,-7480.000000,0.257751
100620,-7568.000000,0.264771
100640,-7350.000000,0.258423
100660,-7468.000000,0.263184
100680,-7400.000000,0.258484
100700,-7452.000000,0.267517
100720,-7408.000000,0.259827
100740,-7378.000000,0.255432
100760,-7202.000000,0.257263
100780,-7496.000000,0.265625
100800,-7260.000000,0.257446
100820,-7642.000000,0.264587
100840,-7604.000000,0.265503
100860,-7368.000000,0.266479
100880,-7342.000000,0.268372
100900,-7538.000000,0.267456
100920,-7374.000000,0.263062
100940,-7204.000000,0.255005
100960,-7034.000000,0.240845
100980,-6876.000000,0.243835
101000,-7078.000000,0.252075
101020,-6880.000000,0.245605
101040,-6946.000000,0.237427
101060,-6652.000000,0.227844
101080,-6882.000000,0.233887
101100,-6906.000000,0.244019
101120,-6832.000000,0.244324
101140,-6854.000000,0.238281
101160,-6868.000000,0.237793
101180,-6754.000000,0.237488
101200,-6896.000000,0.248718
101220,-6904.000000,0.247559
101240,-6802.000000,0.244690
101260,-6874.000000,0.242981
101280,-6628.000000,0.255127
101300,-6762.000000,0.244446
101320,-6340.000000,0.237854
101340,-6684.000000,0.238281
101360,-6602.000000,0.231384
101380,-6642.000000,0.241272
101400,-6768.000000,0.230286
101420,-6818.000000,0.241699
101440,-6726.000000,0.245667
101460,-6828.000000,0.247070
101480,-6918.000000,0.236816
101500,-6836.000000,0.242310
101520,-6936.000000,0.234863
101540,-6770.000000,0.240601
101560,-6892.000000,0.242371
101580,-6922.000000,0.246887
101600,-6744.000000,0.246094
101620,-6940.000000,0.254333
101640,-6996.000000,0.252136
101660,-6998.000000,0.255554
101680,-7034.000000,0.250122
101700,-6902.000000,0.246094
101720,-7334.000000,0.263306
101740,-6996.000000,0.246765
101760,-7198.000000,0.255676
101780,-6968.000000,0.249207
101800,-7172.000000,0.247070
101820,-7130.000000,0.261292
101840,-7234.000000,0.257080
101860,-7380.000000,0.264221
101880,-7190.000000,0.261475
101900,-7132.000000,0.261719
101920,-6934.000000,0.250732
101940,-7058.000000,0.261108
101960,-7176.000000,0.249451
101980,-6966.000000,0.250000
