# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 3.776, Jz = 1.0000
step,H,delta^2
100000,-15540.400000,0.639209
100020,-15470.800000,0.633765
100040,-15534.800000,0.635400
100060,-15599.200000,0.636511
100080,-15542.000000,0.633716
100100,-15530.000000,0.636328
100120,-15599.600000,0.638696
100140,-15553.200000,0.635266
100160,-15562.400000,0.636792
100180,-15582.400000,0.636951
100200,-15568.400000,0.634534
100220,-15495.200000,0.634082
100240,-15544.800000,0.633301
100260,-15497.600000,0.633594
100280,-15589.600000,0.634668
100300,-15615.200000,0.636829
100320,-15475.200000,0.632471
100340,-15488.400000,0.635315
100360,-15434.000000,0.632202
100380,-15467.200000,0.633374
100400,-15417.200000,0.628113
100420,-15448.800000,0.631409
100440,-15402.800000,0.629333
100460,-15512.800000,0.633484
100480,-15523.600000,0.632385
100500,-15491.600000,0.632507
100520,-15585.200000,0.635242
100540,-15521.600000,0.634253
100560,-15487.600000,0.631372
100580,-15521.600000,0.635266
100600,-15486.000000,0.630798
100620,-15428.400000,0.629358
100640,-15390.000000,0.627209
100660,-15530.400000,0.631470
100680,-15416.000000,0.627661
100700,-15471.200000,0.627417
100720,-15446.000000,0.629419
100740,-15548.000000,0.634973
100760,-15501.200000,0.631995
100780,-15478.000000,0.629236
100800,-15490.800000,0.629492
100820,-15502.800000,0.630969
100840,-15520.400000,0.631213
100860,-15477.600000,0.630652
100880,-15445.600000,0.626685
100900,-15380.000000,0.627893
100920,-15374.800000,0.627917
100940,-15381.200000,0.628650
100960,-15467.600000,0.631750
100980,-15419.600000,0.628198
101000,-15442.000000,0.629053
101020,-15356.000000,0.628418
101040,-15438.000000,0.630786
101060,-15463.600000,0.630139
101080,-15587.600000,0.636621
101100,-15708.000000,0.639893
101120,-15580.400000,0.634387
101140,-15565.200000,0.637146
101160,-15478.000000,0.633643
101180,-15470.000000,0.632971
101200,-15432.400000,0.631836
101220,-15476.800000,0.632812
101240,-15470.000000,0.633728
101260,-15446.800000,0.632532
101280,-15429.200000,0.631458
101300,-15450.800000,0.631995
101320,-15527.600000,0.631189
101340,-15434.400000,0.630835
101360,-15516.400000,0.632471
101380,-15547.200000,0.633325
101400,-15478.400000,0.634070
101420,-15647.200000,0.639148
101440,-15574.000000,0.637427
101460,-15606.000000,0.638000
101480,-15639.600000,0.640894
101500,-15650.400000,0.641699
101520,-15632.000000,0.639087
101540,-15607.600000,0.639307
101560,-15602.800000,0.636865
101580,-15612.400000,0.638440
101600,-15489.200000,0.631885
101620,-15549.200000,0.634570
101640,-15444.800000,0.631665
