# Ensemble size: 10, Sample period: 20, Burn in steps: 100000, Samples: 1000
# L = 32, Lz = 8, T = 2.224, Jz = 1.0000
step,H,delta^2
100000,-21757.600000,0.910181
100020,-21790.800000,0.911243
100040,-21776.000000,0.911121
100060,-21774.800000,0.911292
100080,-21746.000000,0.909790
100100,-21761.600000,0.911560
100120,-21730.000000,0.910754
100140,-21746.000000,0.910913
100160,-21702.000000,0.908667
100180,-21666.000000,0.908459
100200,-21694.800000,0.908374
100220,-21704.000000,0.907898
100240,-21712.000000,0.907117
100260,-21740.000000,0.909045
100280,-21731.600000,0.909448
100300,-21741.200000,0.910168
100320,-21728.400000,0.910461
100340,-21727.200000,0.909790
100360,-21730.800000,0.910046
100380,-21708.400000,0.909900
100400,-21703.200000,0.908215
100420,-21717.200000,0.908679
100440,-21687.600000,0.908118
100460,-21739.200000,0.909351
100480,-21726.000000,0.910327
100500,-21717.600000,0.909753
100520,-21706.400000,0.909814
100540,-21704.000000,0.909631
100560,-21700.000000,0.909692
100580,-21758.400000,0.910535
100600,-21756.400000,0.911487
100620,-21735.600000,0.910046
100640,-21735.600000,0.910400
100660,-21755.600000,0.911621
100680,-21706.000000,0.909473
100700,-21719.600000,0.910156
100720,-21696.400000,0.909290
100740,-21733.200000,0.910461
100760,-21719.200000,0.910449
100780,-21710.000000,0.909717
100800,-21670.800000,0.908911
100820,-21712.800000,0.910071
100840,-21671.600000,0.908679
100860,-21676.000000,0.908386
100880,-21728.400000,0.910059
100900,-21671.600000,0.907837
100920,-21682.800000,0.908105
100940,-21670.400000,0.907690
100960,-21712.000000,0.910059
100980,-21694.000000,0.909448
101000,-21719.600000,0.910718
101020,-21757.200000,0.911865
101040,-21739.600000,0.911292
101060,-21740.400000,0.910669
101080,-21756.800000,0.911023
101100,-21720.000000,0.911072
101120,-21752.800000,0.912207
101140,-21736.000000,0.911475
101160,-21756.800000,0.912744
101180,-21722.800000,0.910779
101200,-21697.600000,0.909351
101220,-21691.600000,0.908960
101240,-21718.000000,0.910181
101260,-21714.000000,0.910474
101280,-21734.800000,0.910913
101300,-21744.400000,0.911340
101320,-21709.600000,0.910864
101340,-21701.200000,0.909741
101360,-21724.800000,0.909595
101380,-21697.600000,0.908667
101400,-21696.800000,0.908716
101420,-21701.200000,0.909692
101440,-21747.600000,0.911328
101460,-21684.400000,0.909851
101480,-21705.600000,0.910144
101500,-21733.600000,0.911511
